title,budget,revenue,profit
葉問3,36000000,156844753,120844753
A Perfect Plan,0,0,0
Endless Love,0,32492674,32492674
ये जवानी है दीवानी,7700000,46000000,38300000
Meet the Fockers,80000000,516642939,436642939
Under the Tuscan Sun,18000000,58878723,40878723
The Nutcracker in 3D,90000000,17177993,-72822007
About Schmidt,30000000,105834556,75834556
Bon Cop Bad Cop,8000000,12671300,4671300
Ripley's Game,30000000,0,-30000000
Wanted,75000000,341432090,266432090
What to Expect When You're Expecting,40000000,79700000,39700000
One Direction: This Is Us,10000000,0,-10000000
Ghost Dog: The Way of the Samurai,2000000,9400000,7400000
The Frozen Ground,27220000,5496951,-21723049
American Pie 2,30000000,287553595,257553595
The Loss of Sexual Innocence,4000000,0,-4000000
J. Edgar,35000000,84606030,49606030
"좋은 놈, 나쁜 놈, 이상한 놈",10000000,0,-10000000
The Curse of the Jade Scorpion,0,0,0
Straight Outta Compton,28000000,201634991,173634991
Eagle Eye,80000000,178800000,98800000
Layer Cake,6500000,11850214,5350214
The Gift,5000000,58978653,53978653
"Batman: The Dark Knight Returns, Part 2",3500000,0,-3500000
V for Vendetta,54000000,132511035,78511035
White Oleander,0,0,0
Free State of Jones,50000000,25035950,-24964050
Gangster Squad,60000000,105200903,45200903
Chasing Mavericks,0,0,0
Harry Potter and the Half-Blood Prince,250000000,933959197,683959197
The Wave,0,0,0
Bad Boys II,130000000,273339556,143339556
Punisher: War Zone,20500000,10089373,-10410627
Monsters University,200000000,743559607,543559607
Hancock,150000000,629443428,479443428
Dark Shadows,150000000,245527149,95527149
Melancholia,7400000,15946321,8546321
The 33,25000000,24902723,-97277
Narc,6500000,12633747,6133747
Gods of Egypt,140000000,150680864,10680864
A Lot Like Love,30000000,42886719,12886719
Almost Famous,60000000,47383689,-12616311
Exorcist: The Beginning,80000000,78000586,-1999414
Triple 9,20000000,12639297,-7360703
The Notebook,29000000,115603229,86603229
Stop-Loss,25000000,11207130,-13792870
Deadpool,58000000,783100000,725100000
The Hunt,14000000,8621288,-5378712
El secreto de sus ojos,2000000,33965843,31965843
Steppin: The Movie,0,0,0
Magic Mike XXL,14800000,117813057,103013057
The Insider,90000000,60289912,-29710088
Dark Water,30000000,49483352,19483352
Godsend,25000000,30120671,5120671
The Weather Man,20000000,12482775,-7517225
Something's Gotta Give,80000000,266728738,186728738
Barbershop 2: Back in Business,18000000,65070412,47070412
Prisoners,46000000,122126687,76126687
Underworld: Evolution,50000000,111476513,61476513
Bandslam,20000000,12225023,-7774977
The Muppets,45000000,165184237,120184237
Splice,26000000,0,-26000000
Eight Below,40000000,120455994,80455994
All the Real Girls,2500000,548712,-1951288
The Majestic,72000000,37317558,-34682442
The Tourist,100000000,278731369,178731369
Riding in Cars with Boys,48000000,35743308,-12256692
I Love Your Work,1650000,3264,-1646736
Amen.,0,0,0
"Mystery, Alaska",28000000,8891623,-19108377
Pride and Glory,30000000,31148328,1148328
The International,50000000,60161391,10161391
南京!南京!,12000000,10652498,-1347502
The Hundred-Foot Journey,22000000,88880821,66880821
42,40000000,95020213,55020213
Knocked Up,30000000,219076518,189076518
Vera Drake,11000000,13300000,2300000
Anywhere But Here,23000000,18653615,-4346385
Georgia Rule,20000000,25000167,5000167
The Last Stand,30000000,0,-30000000
The Last Song,20000000,89137047,69137047
"McFarland, USA",0,45710059,45710059
Big Miracle,40000000,24719215,-15280785
Perfect Cowboy,200,0,-200
Beyond the Black Rainbow,1100000,0,-1100000
Identity Thief,35000000,173965010,138965010
Fascination,0,0,0
X-Men: Apocalypse,178000000,543934787,365934787
Anchorman 2: The Legend Continues,50000000,173649015,123649015
The Four Feathers,35000000,29882645,-5117355
Biutiful,0,25147786,25147786
"War, Inc.",5000000,1296184,-3703816
Poultrygeist: Night of the Chicken Dead,0,0,0
Flawless,20000000,6819587,-13180413
10th & Wolf,8000000,143451,-7856549
The Prom,0,0,0
This Christmas,13000000,0,-13000000
Coco avant Chanel,0,0,0
Nightcrawler,8500000,50300000,41800000
Cars,120000000,461983149,341983149
Sex and the City 2,100000000,290745055,190745055
The Merchant of Venice,0,0,0
Danny Collins,10000000,10835752,835752
Dylan Dog: Dead of Night,20000000,4634062,-15365938
Hairspray,50000000,90450008,40450008
Becoming Jane,16500000,37311672,20811672
Love Ranch,0,0,0
Blood Done Sign My Name,10000000,82739,-9917261
The Social Network,40000000,224920315,184920315
Coming Home,3000000,0,-3000000
10 Days in a Madhouse,1200000,0,-1200000
The House of Mirth,10000000,5164404,-4835596
Kinsey,11000000,17050017,6050017
The Hunger Games: Catching Fire,130000000,847423452,717423452
Beautiful Creatures,60000000,60052138,52138
The Bounty Hunter,40000000,136333522,96333522
The Other End of the Line,14000000,115592,-13884408
Soul Surfer,18000000,47088990,29088990
Theresa Is a Mother,0,0,0
Mission: Impossible II,125000000,546388105,421388105
Mission: Impossible III,150000000,397850012,247850012
Kick-Ass,28000000,96188903,68188903
The Other Guys,100000000,170432927,70432927
Flywheel,0,0,0
The Runaways,10000000,2995811,-7004189
Wicker Park,30000000,13001257,-16998743
In the Heart of the Sea,100000000,93920758,-6079242
Club Dread,8500000,5001655,-3498345
Dallas Buyers Club,5000000,55736588,50736588
Cinderella,2900000,263591415,260691415
Lakeview Terrace,20000000,27640028,7640028
Straw Dogs,2200000,3251794,1051794
Mission: Impossible - Ghost Protocol,145000000,694713380,549713380
The Age of Adaline,25000000,65663276,40663276
God's Not Dead 2,5000000,23507567,18507567
Spotlight,20000000,98690254,78690254
August Rush,25000000,66122026,41122026
Rendition,27500000,24748670,-2751330
The Host,44000000,63327201,19327201
Martian Child,0,0,0
Das weisse Band - Eine deutsche Kindergeschichte,21555450,11652157,-9903293
Basic Instinct 2,70000000,38629478,-31370522
Self/less,26000000,31807156,5807156
Her,23000000,47351251,24351251
The Man from U.N.C.L.E.,75000000,108145109,33145109
Owning Mahowny,10000000,1271244,-8728756
Nomad,25000000,0,-25000000
Love Happens,18000000,36133014,18133014
Salvando al Soldado Pérez,0,0,0
The Book Thief,0,76586316,76586316
Public Enemies,100000000,214104620,114104620
Seven Pounds,55000000,168167691,113167691
Shutter Island,80000000,294800000,214800000
The Informant!,22000000,41771168,19771168
Femme Fatale,0,0,0
Sicario,30000000,84872444,54872444
The Other Woman,40000000,196781193,156781193
The Longest Yard,82000000,190320568,108320568
Brown Sugar,8000000,27362712,19362712
Sucker Punch,82000000,89792502,7792502
Mao's Last Dancer,25000000,23914731,-1085269
Machete,20000000,44093316,24093316
The Walk,35000000,61181942,26181942
La veuve de Saint-Pierre,0,0,0
The Upside of Anger,12000000,28237488,16237488
黃石的孩子,40000000,7785317,-32214683
American Dreamz,17000000,7314027,-9685973
Wild Grass,0,0,0
The Prestige,40000000,109676311,69676311
Labor Day,18000000,20275812,2275812
The Musketeer,40000000,27053815,-12946185
Jack the Giant Slayer,195000000,197687603,2687603
Django Unchained,100000000,425368238,325368238
Edtv,80000000,0,-80000000
The Master,32000000,28258060,-3741940
Elysium,115000000,286140700,171140700
Kiss Kiss Bang Bang,15000000,15785148,785148
Pacific Rim,180000000,407602906,227602906
Antwone Fisher,12500000,23367586,10867586
Click,82500000,240685326,158185326
The Greatest Game Ever Played,25000000,15431177,-9568823
The Art of War,40000000,30199105,-9800895
Babel,25000000,135330182,110330182
Gosford Park,19800000,87754044,67954044
Me Before You,20000000,207945075,187945075
Bridge of Spies,40000000,165478348,125478348
Star Trek,150000000,385680446,235680446
The Adjustment Bureau,50200000,127869379,77669379
Fever Pitch,10000000,0,-10000000
Along the Roadside,250,0,-250
The Great Gatsby,105000000,351040419,246040419
The Adventures of Tintin,130000000,371940071,241940071
Extremely Loud & Incredibly Close,40000000,55247881,15247881
Renaissance,18000000,1831348,-16168652
The Ghost Writer,45000000,60331447,15331447
21 Jump Street,42000000,201585328,159585328
There Will Be Blood,25000000,77208711,52208711
Girls Gone Dead,500000,0,-500000
Arbitrage,12000000,35485056,23485056
Drumline,20000000,57588485,37588485
The Intern,35000000,194564672,159564672
실미도,8000000,0,-8000000
Cop Out,30000000,55583804,25583804
Texas Rangers,0,0,0
At First Sight,0,0,0
America's Sweethearts,64400000,138191428,73791428
The Iceman,20000000,1969193,-18030807
Take Shelter,5000000,3099314,-1900686
The World Is Mine,0,0,0
Fifty Dead Men Walking,0,0,0
The Skulls,15000000,35007180,20007180
End of Watch,7000000,48126384,41126384
Lone Survivor,40000000,149295601,109295601
Hannibal Rising,50000000,82169884,32169884
Ghost Rider,110000000,228738393,118738393
Letters from Iwo Jima,19000000,68673228,49673228
Woman in Gold,11000000,61619773,50619773
Pain & Gain,25000000,1,-24999999
Frost/Nixon,25000000,18593156,-6406844
300,65000000,422610419,357610419
Sunshine,50000000,34806812,-15193188
Des hommes et des dieux,4000000,41424067,37424067
A Knight's Tale,65000000,117487473,52487473
This Is It,60000000,261200000,201200000
The Bone Collector,73000000,151493655,78493655
Brighton Rock,0,0,0
Snitch,35000000,42930462,7930462
The Ridges,17350,0,-17350
Sweet Home Alabama,30000000,180622424,150622424
Domino,7800000,0,-7800000
Winnie Mandela,15000000,0,-15000000
Speed Racer,120000000,93945766,-26054234
Man on Fire,70000000,130293714,60293714
Concussion,0,0,0
The Slaughter Rule,0,0,0
Mirror Mirror,85000000,183018522,98018522
Mud,10000000,21587700,11587700
Los lunes al sol,4000000,146402,-3853598
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,110623848
A Prairie Home Companion,10000000,0,-10000000
Burlesque,55000000,89519773,34519773
Red Dragon,78000000,209196298,131196298
Analyze This,80000000,176885658,96885658
Thirteen Conversations About One Thing,0,0,0
If I Stay,11000000,78274843,67274843
Timeline,80000000,43935763,-36064237
Any Given Sunday,55000000,100230832,45230832
Smokin' Aces,17000000,57103895,40103895
Tears of the Sun,75000000,86468162,11468162
The Revenant,135000000,532950503,397950503
Boyhood,4000000,48137666,44137666
Trainwreck,35000000,140795793,105795793
Blast from the Past,35000000,40263020,5263020
Escobar: Paradise Lost,17000000,3758328,-13241672
Divine Secrets of the Ya-Ya Sisterhood,27000000,73839240,46839240
The Game Plan,22000000,147880543,125880543
Mamma Mia!,52000000,609841637,557841637
Battlefield Earth,44000000,21400000,-22600000
Veronika Decides to Die,9000000,1709178,-7290822
The Sisterhood of Night,0,0,0
The Pursuit of Happyness,55000000,307077295,252077295
A Walk on the Moon,14000000,0,-14000000
The Big Short,28000000,133346506,105346506
La niña santa,1400000,0,-1400000
The Young Messiah,18500000,6490401,-12009599
Limbo,0,224405,224405
El laberinto del fauno,19000000,83258226,64258226
태극기 휘날리며,1500000,0,-1500000
The Ladykillers,35000000,76700000,41700000
The Fast and the Furious: Tokyo Drift,85000000,158468292,73468292
Perfume: The Story of a Murderer,50000000,132180323,82180323
This Is 40,35000000,88058786,53058786
Paycheck,60000000,95427515,35427515
Bowling for Columbine,4000000,35564473,31564473
Once Upon a Time in Mexico,29000000,98185582,69185582
Get Carter,63600000,19412993,-44187007
Vertical Limit,75000000,215663859,140663859
Anna and the King,75000000,113996937,38996937
You Again,20000000,32054369,12054369
88 Minutes,30000000,32593385,2593385
Goosebumps,58000000,158162788,100162788
The Grey,25000000,77278331,52278331
5 Days of War,20000000,17479,-19982521
RoboCop,13000000,53424681,40424681
Space Cowboys,65000000,128884132,63884132
"Big Mommas: Like Father, Like Son",32000000,83615414,51615414
She's the Man,20000000,33889159,13889159
The Messenger,6500000,1595417,-4904583
Pandorum,33000000,20648328,-12351672
Couples Retreat,70000000,171844840,101844840
The Twilight Saga: Breaking Dawn - Part 2,120000000,829000000,709000000
The Singing Detective,8000000,337174,-7662826
Rosewater,0,0,0
Sideways,16000000,109502303,93502303
The Illusionist,16500000,87892388,71392388
Miss Congeniality,45000000,212000000,167000000
"Crazy, Stupid, Love.",50000000,142851197,92851197
Oldboy,30000000,5186767,-24813233
Children of Men,76000000,70595464,-5404536
Everest,55000000,203427584,148427584
North Country,35000000,25224242,-9775758
"Girl, Interrupted",40000000,48350205,8350205
Selma,20000000,66787908,46787908
Polisse,0,20374201,20374201
Idlewild,0,0,0
Changeling,55000000,113020255,58020255
The Martian,108000000,630161890,522161890
Mission: Impossible - Rogue Nation,150000000,682330139,532330139
The Dilemma,70000000,67112664,-2887336
Urbania,0,0,0
Saving Mr. Banks,35000000,112544580,77544580
Firewall,45000000,82800000,37800000
"Gandhi, My Father",0,0,0
The Descendants,20000000,177243185,157243185
Step Up,12000000,114194847,102194847
Chicago,45000000,306776732,261776732
Chappie,49000000,104399548,55399548
Kurtlar Vadisi: Irak,10000000,0,-10000000
Apocalypto,40000000,120654337,80654337
Mona Lisa Smile,65000000,0,-65000000
School of Rock,35000000,131095990,96095990
Mi America,2100000,3330,-2096670
The Basket,0,619042,619042
Sublime,0,0,0
Copying Beethoven,11000000,6191746,-4808254
Night at the Museum,110000000,574480841,464480841
Capitalism: A Love Story,20000000,17436509,-2563491
Hereafter,50000000,106956330,56956330
Death Sentence,20000000,16974459,-3025541
No Reservations,28000000,92601050,64601050
10 Cloverfield Lane,15000000,108286421,93286421
Freeheld,7000000,573335,-6426665
After.Life,4500000,3606395,-893605
The Fast and the Furious,38000000,207283925,169283925
Dungeons & Dragons,35000000,15185241,-19814759
The Incredibles,92000000,631442092,539442092
We're the Millers,37000000,269994119,232994119
The Way of the Gun,8500000,19125401,10625401
A Most Violent Year,20000000,12007070,-7992930
Save the Last Dance,13000000,131706809,118706809
The Heat,43000000,158674180,115674180
The Conjuring,13000000,319494638,306494638
Jack Ryan: Shadow Recruit,60000000,135511030,75511030
The Tempest,20000000,346594,-19653406
The Chumscrubber,0,0,0
Mystery Men,68000000,29762011,-38237989
Inside Job,2000000,7871522,5871522
Purple Violets,4000000,0,-4000000
The Island,126000000,162949164,36949164
Flags of Our Fathers,90000000,65900249,-24099751
3 Days to Kill,28000000,52597999,24597999
The Interview,44000000,12342632,-31657368
Crash,6500000,98410061,91910061
Regression,0,17671101,17671101
Alice Through the Looking Glass,170000000,299457024,129457024
Central Intelligence,50000000,216972543,166972543
Freedom Writers,21000000,43095175,22095175
High School Musical 3: Senior Year,11000000,252909177,241909177
How to Be Single,38000000,112343513,74343513
Blue Valentine,1000000,15440333,14440333
School for Scoundrels,20000000,17807569,-2192431
新宿事件,15000000,0,-15000000
Murder by Numbers,50000000,56714147,6714147
The Legend of Zorro,75000000,142400065,67400065
The Finest Hours,80000000,52099090,-27900910
Begin Again,8000000,63464861,55464861
Mandela: Long Walk to Freedom,35000000,27333835,-7666165
The Divide,3000000,22000,-2978000
Incendies,10000000,0,-10000000
The Women,16000000,50007546,34007546
Margin Call,3500000,19504039,16004039
The Princess Diaries,37000000,165335153,128335153
Duets,0,0,0
Collateral Damage,85000000,78382433,-6617567
The Devil's Rejects,7000000,19246174,12246174
Divergent,85000000,288747895,203747895
Man of the Year,20000000,42472472,22472472
Transcendence,100000000,103039258,3039258
Megiddo: The Omega Code 2,0,0,0
Half Nelson,700000,4911725,4211725
Sunshine State,0,0,0
Glory Road,0,42647449,42647449
How to Lose a Guy in 10 Days,50000000,177371441,127371441
Black Snake Moan,15000000,10903846,-4096154
Ready to Rumble,24000000,12372410,-11627590
Thirteen Days,80000000,34566746,-45433254
Men of Honor,82343495,48814909,-33528586
Casino Royale,150000000,599045960,449045960
Angel Eyes,53000000,29700000,-23300000
Find Me Guilty,13000000,2636637,-10363363
Snow Angels,0,414404,414404
रंग दे बसंती,2200000,11502151,9302151
Captain America: The First Avenger,140000000,370569774,230569774
Barney's Version,30000000,8454301,-21545699
Fahrenheit 9/11,6000000,222446882,216446882
The Mist,18000000,57096190,39096190
Son of God,22000000,67800064,45800064
Stuck on You,55000000,65784503,10784503
Our Family Wedding,14000000,21409028,7409028
Trouble with the Curve,0,0,0
Life of Pi,120000000,609016565,489016565
Hugo,170000000,185770160,15770160
"You, Me and Dupree",54000000,130431368,76431368
The Masked Saint,0,0,0
Baby Boy,16000000,29381649,13381649
Think Like a Man Too,24000000,70181428,46181428
The Huntsman: Winter's War,115000000,164989338,49989338
Masked and Anonymous,0,0,0
Meek's Cutoff,0,876302,876302
My Sister's Keeper,30000000,95714875,65714875
Rent,40000000,31670620,-8329380
End of the Spear,10000000,12128105,2128105
Just My Luck,28000000,38159905,10159905
Entrapment,66000000,212404396,146404396
The Claim,0,0,0
Mad Money,0,0,0
Spectre,245000000,880674609,635674609
Draft Day,25000000,28831145,3831145
Alice in Wonderland,3000000,572000000,569000000
Die Another Day,140000000,431971116,291971116
X-Men: The Last Stand,210000000,459359555,249359555
Stealth,135000000,76932943,-58067057
The Ridiculous 6,60000000,0,-60000000
The Pledge,35000000,29400000,-5600000
The City of Your Final Destination,0,0,0
Dragonfly,60000000,52322400,-7677600
Don't Say a Word,50000000,100020092,50020092
Chocolate: Deep Dark Secrets,0,0,0
Pirates of the Caribbean: On Stranger Tides,380000000,1045713802,665713802
Hardflip,1000000,0,-1000000
Nutty Professor II: The Klumps,84000000,123307945,39307945
Behind Enemy Lines,40000000,91753202,51753202
House of Wax,40000000,68766121,28766121
Corpse Bride,40000000,118090836,78090836
The Square,0,1502347,1502347
Marie Antoinette,40000000,60474340,20474340
A Sound of Thunder,80000000,11665465,-68334535
Beauty Shop,25000000,36351350,11351350
Cirque du Freak: The Vampire's Assistant,40000000,28169671,-11830329
The Time Traveler's Wife,39000000,101344412,62344412
The Green Hornet,120000000,227817248,107817248
Paper Towns,12000000,85512300,73512300
Star Wars: Episode III - Revenge of the Sith,113000000,850000000,737000000
Ajami,1000000,1331651,331651
The Family Man,60000000,0,-60000000
In Good Company,0,0,0
Gigli,54000000,7266209,-46733791
Vanilla Sky,68000000,203388341,135388341
Memoirs of a Geisha,85000000,162242962,77242962
Green Lantern,200000000,219851172,19851172
Martin Lawrence Live: Runteldat,3000000,19184015,16184015
Cars 2,200000000,559852396,359852396
The Imaginarium of Doctor Parnassus,30000000,64352607,34352607
The Reader,32000000,108902486,76902486
The Gambler,25000000,39171130,14171130
The Rise of the Krays,2500000,0,-2500000
Did You Hear About the Morgans?,58000000,85280250,27280250
Insidious,1500000,97009150,95509150
The 13th Warrior,160000000,61698899,-98301101
Killer Elite,66000000,57777106,-8222894
Something Borrowed,35000000,65090821,30090821
Sweet November,40000000,65754228,25754228
Kate,0,0,0
The Sweeney,3730500,6294161,2563661
Last Vegas,28000000,134402450,106402450
Hulk,137000000,245360480,108360480
How Do You Know,120000000,48668907,-71331093
Namastey London,0,0,0
P.S. I Love You,30000000,156835339,126835339
Now You See Me,75000000,351723989,276723989
Southpaw,30000000,91709827,61709827
What Women Want,70000000,374111707,304111707
Stomp the Yard,13000000,75511123,62511123
Вий,0,0,0
The Bourne Legacy,130000000,276572938,146572938
Run All Night,50000000,71561644,21561644
The Other Boleyn Girl,35000000,78269970,43269970
Iron Man 2,200000000,623933331,423933331
Milk,20000000,54589558,34589558
eXistenZ,15000000,2856712,-12143288
Zodiac,65000000,84785914,19785914
Lucky You,55000000,8461686,-46538314
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,260686217
In the Land of Blood and Honey,10000000,303877,-9696123
Enough,38000000,51801187,13801187
Mickey Blue Eyes,0,0,0
To Rome with Love,17000000,73244881,56244881
Mortdecai,60000000,30418560,-29581440
The Rundown,85000000,80916492,-4083508
Maurice Richard,8000000,2019009,-5980991
Beyond the Mat,2053648,500000,-1553648
A Mighty Heart,16000000,18928871,2928871
Swing Vote,21000000,17600000,-3400000
The Sisterhood of the Traveling Pants 2,27000000,44352417,17352417
The Last Station,0,0,0
Toy Story 3,200000000,1066969703,866969703
Nine,80000000,53825515,-26174485
You Can Count on Me,0,0,0
The Day the Earth Stood Still,80000000,233093859,153093859
The Business of Fancydancing,200000,0,-200000
Dead Man Down,0,18074539,18074539
Cadillac Records,12000000,8880045,-3119955
Around the World in 80 Days,110000000,72178895,-37821105
Le scaphandre et le papillon,14000020,19777647,5777627
The Last House on the Left,15000000,32721635,17721635
The Patriot,110000000,215294342,105294342
Unbroken,65000000,163442937,98442937
Parental Guidance,25000000,119772232,94772232
The Extra Man,7000000,453079,-6546921
Exodus: Gods and Kings,140000000,268031828,128031828
Training Day,45000000,104876233,59876233
Cargo,0,56385,56385
Fame,18000000,77211836,59211836
Along Came a Spider,60000000,105178561,45178561
Primer,7000,545436,538436
Bled,0,0,0
Little Big Top,0,0,0
Alvin and the Chipmunks: Chipwrecked,75000000,342695435,267695435
The Quiet American,30000000,27674124,-2325876
Lies in Plain Sight,0,0,0
Yoga Hosers,5000000,0,-5000000
Decoys,5000000,0,-5000000
Finding Nemo,94000000,940335536,846335536
Crossover,5800000,7000000,1200000
Paranormal Activity: The Marked Ones,5000000,86362372,81362372
The Whole Nine Yards,41300000,106371651,65071651
Shattered,22000000,11511031,-10488969
Joe Somebody,38000000,24516772,-13483228
A Haunted House 2,4000000,25343661,21343661
The Dirties,10000,0,-10000
Out Cold,24000000,14782676,-9217324
The Simpsons Movie,75000000,527068851,452068851
Dream House,50000000,38502340,-11497660
The Cookout,16000000,12009070,-3990930
Midnight in Paris,17000000,151119219,134119219
Breakin' All the Rules,0,0,0
Chasing Papi,0,6126237,6126237
Brüno,42000000,0,-42000000
Jonah Hex,47000000,10539000,-36461000
American Pie,11000000,235483004,224483004
The Possession,14000000,85446075,71446075
Code Name: The Cleaner,20000000,10337477,-9662523
WASABI,15300000,0,-15300000
Sorority Row,12500000,27206120,14706120
Tim and Eric's Billion Dollar Movie,0,0,0
The Face of an Angel,0,0,0
The Men Who Stare at Goats,24000000,68729358,44729358
The Whole Ten Yards,40000000,26155781,-13844219
Fantastic Mr. Fox,40000000,46471023,6471023
Sinbad: Legend of the Seven Seas,60000000,80767884,20767884
They Came Together,0,0,0
Before Sunset,2700000,15992615,13292615
American Wedding,55000000,231449203,176449203
Open Water,130000,54667954,54537954
The Time Machine,80000000,123729176,43729176
"Legally Blonde 2: Red, White & Blonde",45000000,124914842,79914842
Dinner Rush,2000000,1075504,-924496
The Sitter,25000000,34942188,9942188
Freaky Deaky,0,0,0
Kiss of the Dragon,25000000,64437847,39437847
Drive Me Crazy,8000000,22593409,14593409
Winter's Bone,2000000,13831503,11831503
Bronson,230000,2260712,2030712
Lords of London,3440000,0,-3440000
Ella Enchanted,31000000,27388767,-3611233
An Education,7500000,26096852,18596852
Wing Commander,30000000,0,-30000000
The Christmas Bunny,250000,0,-250000
Alien Uprising,0,0,0
Zack and Miri Make a Porno,24000000,42105111,18105111
Another Earth,100000,1776935,1676935
