title,budget,revenue,profit
The Good Guy,1000000,100688,-899312
Turbo,135000000,282570682,147570682
Walking with Dinosaurs,80000000,126546518,46546518
Universal Soldier: The Return,45000000,10667893,-34332107
Doug's 1st Movie,0,0,0
Reign of Fire,60000000,82150183,22150183
Swimfan,8500000,0,-8500000
Dawn Patrol,0,0,0
[REC],1500000,32511655,31011655
U2 3D,15000000,22730842,7730842
Alex Cross,45000000,30353232,-14646768
Cyrus,7000000,0,-7000000
The Little Ponderosa Zoo,500000,0,-500000
Free Style,0,140987,140987
Big Trouble,40000000,8493890,-31506110
Hanging Up,60000000,51880044,-8119956
The Iron Giant,70000000,23159305,-46840695
Scott Walker: 30 Century Man,0,0,0
Underworld: Rise of the Lycans,35000000,92158961,57158961
Scary Movie 2,45000000,141220678,96220678
Skin Trade,10000000,0,-10000000
Archaeology of a Woman,0,0,0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,0,-500000
Scary Movie 3,48000000,220673217,172673217
The Watch,68000000,68267862,267862
Morvern Callar,0,0,0
The Death and Life of Bobby Z,22000000,413454,-21586546
Tanner Hall,0,0,0
The Forsaken,5000000,0,-5000000
Farce of the Penguins,0,0,0
The Big Year,41000000,8179416,-32820584
American Heist,10000000,0,-10000000
Black Rock,0,0,0
Rugrats Go Wild,25000000,55443032,30443032
Saw II,4000000,152925093,148925093
Echo Dr.,0,0,0
Compliance,270000,319285,49285
Hot Tub Time Machine 2,36000000,64780213,28780213
The Lazarus Effect,3300000,64110728,60810728
Filly Brown,0,0,0
Tadpole,150000,2891288,2741288
Next Friday,11000000,59827328,48827328
Mindhunters,27000000,21148829,-5851171
Burn,0,0,0
Grabbers,0,0,0
The Gallows,100000,42664410,42564410
Rize,0,0,0
Shade,6800000,0,-6800000
Closer,27000000,115505027,88505027
Clerks II,5000000,26888376,21888376
Nim's Island,37000000,100076342,63076342
Maleficent,180000000,758539785,578539785
Slow West,2000000,229094,-1770906
Legend of the Guardians: The Owls of Ga'Hoole,80000000,140073390,60073390
The Horse Boy,0,0,0
The Road to El Dorado,95000000,76432727,-18567273
Teenage Mutant Ninja Turtles,125000000,477200000,352200000
The Diary of a Teenage Girl,2000000,1477002,-522998
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1000000,0,-1000000
"As Above, So Below",5000000,40100000,35100000
The Mudge Boy,800000,62852,-737148
My Last Day Without You,1000000,0,-1000000
Dwegons and Leprechauns,0,0,0
Extract,8000000,10848783,2848783
Monster-in-Law,43000000,154749918,111749918
Sleep Dealer,2500000,107559,-2392441
Bride Wars,30000000,114663461,84663461
Attack the Block,14350531,3964682,-10385849
All Superheroes Must Die,20000,0,-20000
Kung Fu Panda 2,150000000,665692281,515692281
Woman on Top,8000000,0,-8000000
Gentlemen Broncos,10000000,0,-10000000
The Work and the Glory II: American Zion,6500000,2025032,-4474968
We Are Your Friends,6000000,11122090,5122090
Cats,95000000,73515024,-21484976
Jimmy Neutron: Boy Genius,25000000,80936232,55936232
Ninja Assassin,40000000,60462347,20462347
Return to Never Land,20000000,109862682,89862682
Bruce Almighty,80000000,484592874,404592874
Ballistic: Ecks vs. Sever,70000000,19924033,-50075967
Novocaine,6000000,2025238,-3974762
The Call,13000000,68572378,55572378
Catwoman,100000000,82102379,-17897621
East Is East,3800000,28200000,24400000
Soul Men,0,0,0
Heroes of Dirt,0,0,0
Dracula: Pages from a Virgin's Diary,1596010,0,-1596010
Freddy vs. Jason,30000000,114908830,84908830
Three to Tango,20000000,0,-20000000
Bucky Larson: Born to Be a Star,10000000,0,-10000000
Dinosaur,127500000,354248063,226748063
The Guard,6000000,19560274,13560274
The House Bunny,25000000,70442940,45442940
The 5th Quarter,6000000,399611,-5600389
Dracula 2000,28000000,47053625,19053625
The Secret of Kells,0,0,0
Doc Holliday's Revenge,1000000,0,-1000000
A Shine of Rainbows,6000000,0,-6000000
The Specials,0,0,0
The Business of Strangers,0,0,0
Slow Burn,15500000,1237615,-14262385
The Cat in the Hat,109000000,133818283,24818283
Re-Kill,9500000,0,-9500000
Kita svajonių komanda,0,0,0
Furry Vengeance,35000000,36236710,1236710
दिल जो भी कहे,0,0,0
Fight Valley,27000000,0,-27000000
Khumba,20000000,27187375,7187375
Head Over Heels,14000000,13127022,-872978
Safety Not Guaranteed,750000,4424699,3674699
Someone Like You...,23000000,38689940,15689940
Premium Rush,35000000,31083599,-3916401
Never Back Down 2: The Beatdown,3000000,0,-3000000
Pootie Tang,0,0,0
My Super Ex-Girlfriend,0,60896147,60896147
Ida,2159280,15298355,13139075
A Room for Romeo Brass,0,0,0
The Last Days on Mars,0,24084,24084
Prom,8000000,10130000,2130000
Kangaroo Jack,0,0,0
The Hunted,55000000,34234008,-20765992
Sharkskin,0,0,0
The Nativity Story,35000000,0,-35000000
LOL,11000000,0,-11000000
Michael Jordan to the Max,0,21268532,21268532
Loser,0,0,0
Tomcats,11000000,23430766,12430766
Idle Hands,25000000,4152230,-20847770
The Haunting of Molly Hartley,0,15,15
No Vacancy,0,0,0
Lions for Lambs,35000000,63215872,28215872
Osama,46000,0,-46000
Broken Horses,15000000,0,-15000000
Prom Night,0,14796236,14796236
Trade of Innocents,0,0,0
Antarctica: A Year on Ice,1000000,0,-1000000
The Signal,4000000,2665322,-1334678
Jimmy and Judy,1000000,0,-1000000
WALL·E,180000000,521311860,341311860
I Want Your Money,0,0,0
Bullet to the Head,55000000,9489829,-45510171
Chicken Tikka Masala,0,0,0
The Watcher,33000000,0,-33000000
A Dog of Flanders,0,0,0
Diary of a Wimpy Kid,15000000,76196538,61196538
The Happening,60000000,163403799,103403799
Anomalisa,8000000,5659286,-2340714
How to Fall in Love,4000000,0,-4000000
Jawbreaker,3000000,3076820,76820
The Ugly Truth,38000000,321682600,283682600
Daddy Day Care,60000000,164433867,104433867
Larry Crowne,30000000,75055070,45055070
Sausage Party,19000000,140705322,121705322
Snow White: A Deadly Summer,1000000,0,-1000000
Paranormal Activity 2,3000000,177512032,174512032
Charlie Bartlett,12000000,0,-12000000
Elf,32000000,173398518,141398518
Stealing Harvard,0,0,0
On the Outs,0,0,0
AWOL-72,3000000,0,-3000000
London to Brighton,0,449681,449681
A Home at the End of the World,6500000,1548955,-4951045
Barbecue,6000000,14348529,8348529
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,262552893,244552893
Coraline,60000000,124596398,64596398
Drinking Buddies,0,343341,343341
Armored,20000000,22942221,2942221
Poseidon,160000000,181674817,21674817
The Cooler,32000000,0,-32000000
Keanu,15000000,20609977,5609977
The Call of Cthulhu,50000,0,-50000
Bad Words,9500000,7800000,-1700000
St. Trinian's,0,0,0
Ghost Town,20000000,27090159,7090159
Antibirth,35000000,0,-35000000
Scoop,4000000,31584901,27584901
Dead Like Me: Life After Death,5000000,0,-5000000
Hot Tub Time Machine,36000000,64780213,28780213
Made of Honor,40000000,106407672,66407672
My Life in Ruins,17000000,20455276,3455276
Without a Paddle,19000000,69631118,50631118
Stung,2500000,0,-2500000
Code 46,7500000,0,-7500000
Alpha and Omega,20000000,50500000,30500000
Area 51,5000000,7556,-4992444
The Jungle Book 2,20000000,135680000,115680000
D.E.B.S.,3500000,0,-3500000
The Texas Chainsaw Massacre: The Beginning,16000000,51764406,35764406
Road Hard,1500000,0,-1500000
Yogi Bear,80000000,203509374,123509374
Source Code,32000000,147332697,115332697
Twixt,7000000,1300000,-5700000
Chasseurs de dragons,12000000,12235843,235843
Sea Rex 3D: Journey to a Prehistoric World,5000000,4074023,-925977
Green Room,5000000,3769214,-1230786
Savage Grace,4600000,1432799,-3167201
"Monsters, Inc.",115000000,562816256,447816256
Piranha 3D,24000000,83188165,59188165
Baby Mama,30000000,63833449,33833449
Dead Man's Shoes,0,0,0
Drowning Mona,6000000,15427192,9427192
Rubber,500000,98017,-401983
Brick Lane,0,0,0
Escape from Planet Earth,40000000,74597643,34597643
Bizarre,0,0,0
Everything Must Go,5000000,2614773,-2385227
Out of the Blue,0,0,0
How She Move,0,0,0
Sex Tape,40000000,126069509,86069509
Observe and Report,0,24007324,24007324
While We're Young,10000000,17287309,7287309
Men in Black II,140000000,441818803,301818803
Accidental Love,26000000,24487,-25975513
17 Again,20000000,136267476,116267476
Gory Gory Hallelujah,0,0,0
"Jeff, Who Lives at Home",10000000,4417580,-5582420
The Passion of the Christ,30000000,611899420,581899420
Leap Year,19000000,32686500,13686500
Light It Up,13000000,5985690,-7014310
The Salon,1500000,0,-1500000
The Blair Witch Project,60000,248639099,248579099
Hross í oss,0,0,0
Atlantis: The Lost Empire,120000000,186053725,66053725
Rise of the Entrepreneur: The Search for a Better Way,0,0,0
Stolen Summer,0,0,0
Shadow of the Vampire,8000000,8279017,279017
The Reef,0,0,0
I Am Wrath,18000000,0,-18000000
Exit Wounds,50000000,79958599,29958599
Luminarias,1000000,428535,-571465
Tusk,3000000,1882074,-1117926
Legally Blonde,18000000,141774679,123774679
The Living Wake,0,0,0
Evan Almighty,175000000,174440724,-559276
Fort McCoy,0,0,0
Creative Control,1000000,0,-1000000
The Perfect Host,0,14870,14870
The Crocodile Hunter: Collision Course,0,33082548,33082548
Saw IV,10000000,139352633,129352633
"Dude, Where's My Car?",13000000,73180723,60180723
Jane Got a Gun,25000000,1397284,-23602716
Saint Ralph,0,489389,489389
The Curse of Downers Grove,2000000,0,-2000000
Peeples,15,0,-15
Timber Falls,2600000,0,-2600000
Aroused,0,0,0
Swelter,8000000,0,-8000000
Willard,22000000,8564586,-13435414
Against the Wild,1493619,0,-1493619
The Naked Ape,0,0,0
The Opposite Sex,3300000,45000,-3255000
Vals Im Bashir,1500000,11179372,9679372
The Haunting in Connecticut 2: Ghosts of Georgia,9000000,0,-9000000
Criminal Activities,7000000,0,-7000000
40 Days and 40 Nights,17000000,0,-17000000
Maggie,4000000,187112,-3812888
High School Musical,4200000,0,-4200000
Safe,30000000,40346186,10346186
Fat Albert,26000000,48563556,22563556
Adaptation.,19000000,32801173,13801173
Time Changer,825000,0,-825000
The Devil Inside,1000000,101758490,100758490
Stargate: The Ark of Truth,7000000,8900000,1900000
3 Strikes,6000000,9000000,3000000
Kicks,0,0,0
Joe Dirt,17700000,30987695,13287695
Religulous,0,0,0
Chain of Command,5000000,0,-5000000
Garfield,50000000,200804534,150804534
Jeepers Creepers,10000000,59217789,49217789
Trucker,2000000,0,-2000000
And When Did You Last See Your Father?,0,92,92
King's Ransom,0,0,0
Brave,185000000,538983207,353983207
Supporting Characters,0,0,0
Crowsnest,1200000,0,-1200000
Hoodwinked!,15000000,51053787,36053787
The New Guy,13000000,31167388,18167388
Shaun of the Dead,4000000,30332385,26332385
Lake Mungo,0,0,0
Wendy and Lucy,200000,1192655,992655
The Crazies,20000000,54956140,34956140
Shaft,30000000,21360215,-8639785
Stuart Little 2,120000000,169956806,49956806
Blue Streak,65000000,117758500,52758500
Bolt,150000000,309979994,159979994
30 Minutes or Less,28000000,40547440,12547440
The Guilt Trip,40000000,41863726,1863726
Jesus People,0,0,0
Should've Been Romeo,0,0,0
Due Date,65000000,211780824,146780824
Frankenweenie,39000000,81493846,42493846
Boogeyman,20000000,67192859,47192859
I Want Someone to Eat Cheese With,0,0,0
Don Gato: El Inicio de le Pandilla,8000000,0,-8000000
My Big Fat Independent Movie,0,0,0
How to Train Your Dragon 2,145000000,609123048,464123048
Mr. Peabody & Sherman,145000000,272912430,127912430
Identity,28000000,90259536,62259536
New York Minute,30000000,21289826,-8710174
Hot Tub Time Machine,36000000,64780213,28780213
Made of Honor,40000000,106407672,66407672
My Life in Ruins,17000000,20455276,3455276
Without a Paddle,19000000,69631118,50631118
Stung,2500000,0,-2500000
Code 46,7500000,0,-7500000
Alpha and Omega,20000000,50500000,30500000
Area 51,5000000,7556,-4992444
The Jungle Book 2,20000000,135680000,115680000
D.E.B.S.,3500000,0,-3500000
The Texas Chainsaw Massacre: The Beginning,16000000,51764406,35764406
Road Hard,1500000,0,-1500000
Yogi Bear,80000000,203509374,123509374
Source Code,32000000,147332697,115332697
Twixt,7000000,1300000,-5700000
Chasseurs de dragons,12000000,12235843,235843
Sea Rex 3D: Journey to a Prehistoric World,5000000,4074023,-925977
Green Room,5000000,3769214,-1230786
Savage Grace,4600000,1432799,-3167201
"Monsters, Inc.",115000000,562816256,447816256
Piranha 3D,24000000,83188165,59188165
Baby Mama,30000000,63833449,33833449
Dead Man's Shoes,0,0,0
Drowning Mona,6000000,15427192,9427192
Rubber,500000,98017,-401983
Brick Lane,0,0,0
Escape from Planet Earth,40000000,74597643,34597643
Bizarre,0,0,0
Everything Must Go,5000000,2614773,-2385227
Out of the Blue,0,0,0
How She Move,0,0,0
Sex Tape,40000000,126069509,86069509
Observe and Report,0,24007324,24007324
While We're Young,10000000,17287309,7287309
Men in Black II,140000000,441818803,301818803
Accidental Love,26000000,24487,-25975513
17 Again,20000000,136267476,116267476
Gory Gory Hallelujah,0,0,0
"Jeff, Who Lives at Home",10000000,4417580,-5582420
The Passion of the Christ,30000000,611899420,581899420
Leap Year,19000000,32686500,13686500
Light It Up,13000000,5985690,-7014310
The Salon,1500000,0,-1500000
The Blair Witch Project,60000,248639099,248579099
Hross í oss,0,0,0
Atlantis: The Lost Empire,120000000,186053725,66053725
Rise of the Entrepreneur: The Search for a Better Way,0,0,0
Stolen Summer,0,0,0
Shadow of the Vampire,8000000,8279017,279017
The Reef,0,0,0
I Am Wrath,18000000,0,-18000000
Exit Wounds,50000000,79958599,29958599
Luminarias,1000000,428535,-571465
Tusk,3000000,1882074,-1117926
Legally Blonde,18000000,141774679,123774679
The Living Wake,0,0,0
Evan Almighty,175000000,174440724,-559276
Fort McCoy,0,0,0
Creative Control,1000000,0,-1000000
The Perfect Host,0,14870,14870
The Crocodile Hunter: Collision Course,0,33082548,33082548
Saw IV,10000000,139352633,129352633
"Dude, Where's My Car?",13000000,73180723,60180723
Jane Got a Gun,25000000,1397284,-23602716
Saint Ralph,0,489389,489389
The Curse of Downers Grove,2000000,0,-2000000
Peeples,15,0,-15
Timber Falls,2600000,0,-2600000
Aroused,0,0,0
Swelter,8000000,0,-8000000
Willard,22000000,8564586,-13435414
Against the Wild,1493619,0,-1493619
The Naked Ape,0,0,0
The Opposite Sex,3300000,45000,-3255000
Vals Im Bashir,1500000,11179372,9679372
The Haunting in Connecticut 2: Ghosts of Georgia,9000000,0,-9000000
Criminal Activities,7000000,0,-7000000
40 Days and 40 Nights,17000000,0,-17000000
Maggie,4000000,187112,-3812888
High School Musical,4200000,0,-4200000
Safe,30000000,40346186,10346186
Fat Albert,26000000,48563556,22563556
Adaptation.,19000000,32801173,13801173
Time Changer,825000,0,-825000
The Devil Inside,1000000,101758490,100758490
Stargate: The Ark of Truth,7000000,8900000,1900000
3 Strikes,6000000,9000000,3000000
Kicks,0,0,0
Joe Dirt,17700000,30987695,13287695
Religulous,0,0,0
Chain of Command,5000000,0,-5000000
Garfield,50000000,200804534,150804534
Jeepers Creepers,10000000,59217789,49217789
Trucker,2000000,0,-2000000
And When Did You Last See Your Father?,0,92,92
King's Ransom,0,0,0
Brave,185000000,538983207,353983207
Supporting Characters,0,0,0
Crowsnest,1200000,0,-1200000
Hoodwinked!,15000000,51053787,36053787
The New Guy,13000000,31167388,18167388
Shaun of the Dead,4000000,30332385,26332385
Lake Mungo,0,0,0
Wendy and Lucy,200000,1192655,992655
The Crazies,20000000,54956140,34956140
Shaft,30000000,21360215,-8639785
Stuart Little 2,120000000,169956806,49956806
Blue Streak,65000000,117758500,52758500
Bolt,150000000,309979994,159979994
30 Minutes or Less,28000000,40547440,12547440
The Guilt Trip,40000000,41863726,1863726
Jesus People,0,0,0
Should've Been Romeo,0,0,0
Due Date,65000000,211780824,146780824
Frankenweenie,39000000,81493846,42493846
Boogeyman,20000000,67192859,47192859
I Want Someone to Eat Cheese With,0,0,0
Don Gato: El Inicio de le Pandilla,8000000,0,-8000000
My Big Fat Independent Movie,0,0,0
How to Train Your Dragon 2,145000000,609123048,464123048
Mr. Peabody & Sherman,145000000,272912430,127912430
Identity,28000000,90259536,62259536
New York Minute,30000000,21289826,-8710174
Love Stinks,0,0,0
Sherrybaby,2000000,622806,-1377194
My Boss's Daughter,14000000,0,-14000000
Kevin Hart: Laugh at My Pain,0,0,0
Cruel Intentions,10500000,76347426,65847426
Sound of My Voice,0,0,0
Fantasia 2000,80000000,60655420,-19344580
Sunshine Cleaning,5000000,16174377,11174377
The Blue Butterfly,12500000,1775619,-10724381
Haywire,23000000,33372606,10372606
Supercross,0,3102550,3102550
One for the Money,40000000,36893721,-3106279
Friends with Money,6500000,13368437,6868437
Shrek,60000000,487853320,427853320
Stoker,12000000,12077441,77441
Shrek the Third,160000000,798958165,638958165
Zambezia,20000000,0,-20000000
"Ultramarines: A Warhammer 40,000 Movie",0,0,0
Tracker,6500000,0,-6500000
Austin Powers: The Spy Who Shagged Me,33000000,312016858,279016858
Austin Powers in Goldmember,63000000,296655431,233655431
Getaway,18000000,10501938,-7498062
Jackass: The Movie,5000000,64282312,59282312
Sinister 2,10000000,53329150,43329150
Happy Christmas,0,0,0
Treasure Planet,140000000,109578115,-30421885
Harvard Man,0,0,0
Runner Runner,30000000,62616646,32616646
The Dog Lover,2000000,0,-2000000
Spirit: Stallion of the Cimarron,80000000,122563539,42563539
My Dog Tulip,0,246574,246574
The Importance of Being Earnest,0,0,0
Amnesiac,3000000,0,-3000000
The SpongeBob Movie: Sponge Out of Water,74000000,311594032,237594032
The Eye,12000000,56309766,44309766
Jonah: A VeggieTales Movie,0,0,0
Texas Chainsaw 3D,10000000,0,-10000000
The Banger Sisters,10000000,38068353,28068353
Slither,15000000,12834936,-2165064
Blue Jasmine,18000000,99206215,81206215
Inescapable,0,0,0
Kung Fu Killer,0,0,0
Ask Me Anything,950000,0,-950000
The Cave,30000000,15007991,-14992009
10 Things I Hate About You,16000000,53478166,37478166
Hide and Seek,30000000,122650962,92650962
A Good Day to Die Hard,92000000,304654182,212654182
The Young Unknowns,0,0,0
White Noise 2: The Light,0,0,0
DOA: Dead or Alive,21000000,7563172,-13436828
Toy Story 2,90000000,497366869,407366869
Alvin and the Chipmunks: The Squeakquel,75000000,443140005,368140005
Over Her Dead Body,10000000,0,-10000000
Gothika,40000000,141591324,101591324
Freddy Got Fingered,14000000,14343028,343028
Cama adentro,0,0,0
The Witch,4000000,40423945,36423945
Life During Wartime,4500000,744816,-3755184
The Brass Teapot,0,0,0
Confessions of a Teenage Drama Queen,15000000,29331068,14331068
A Plague So Pleasant,0,0,0
Frozen,150000000,1274219009,1124219009
Stories of Our Lives,0,0,0
The Timber,0,0,0
Wristcutters: A Love Story,0,0,0
The Ruins,8000000,22700000,14700000
Deuces Wild,0,0,0
Loving Annabelle,900000,0,-900000
Wal-Mart: The High Cost of Low Price,0,0,0
The Perks of Being a Wallflower,13000000,33400000,20400000
N-Secure,0,2592808,2592808
The Battle of Shaker Heights,1000000,0,-1000000
Dawn of the Crescent Moon,0,0,0
UnDivided,0,0,0
Chronicle,15000000,145000000,130000000
Madagascar,75000000,542063846,467063846
Paul Blart: Mall Cop 2,38000000,107597242,69597242
Obvious Child,0,3123963,3123963
Semi-Pro,0,33472850,33472850
Recess: School's Out,10000000,44460850,34460850
Irréversible,0,792200,792200
Screwed,0,0,0
We Have Your Husband,0,0,0
Spy Kids: All the Time in the World,27000000,85564310,58564310
Quartet,11000000,59520298,48520298
Anacondas: The Hunt for the Blood Orchid,0,0,0
Kill List,500000,450275,-49725
A Cinderella Story,19000000,70067909,51067909
Seed of Chucky,12000000,24829644,12829644
Meet Dave,60000000,50650079,-9349921
Like Crazy,250000,3542353,3292353
Role Models,28000000,92380927,64380927
Unstoppable,100000000,167805466,67805466
Nanny McPhee,25000000,123276807,98276807
The Image Revolution,50000,0,-50000
Cloverfield,25000000,170764026,145764026
Jungle Shuffle,10000000,0,-10000000
Crossroads,0,5738952,5738952
Held Up,0,0,0
And Then Came Love,0,0,0
Out of the Dark,0,0,0
The Sleepwalker,0,0,0
Paranormal Activity 4,5000000,142817992,137817992
Alleluia! The Devil's Carnival,0,0,0
Sunday School Musical,0,0,0
The Christmas Candle,0,0,0
The Man from Earth,200000,0,-200000
Taxi to the Dark Side,1000000,274661,-725339
The Good Heart,3800000,0,-3800000
The Innkeepers,750000,78396,-671604
Newlyweds,9000,0,-9000
The Veil,4000000,0,-4000000
11:14,6000000,0,-6000000
Hayride,60000,0,-60000
Road Trip,16000000,119754278,103754278
Final Destination 3,25000000,118890272,93890272
Hai Marjawaan!,0,0,0
Psycho Beach Party,1500000,0,-1500000
Monster House,75000000,140175006,65175006
Kevin Hart: Let Me Explain,0,32230907,32230907
127 Hours,18000000,35692920,17692920
Bowfinger,55000000,98625775,43625775
Walking Tall,56000000,57223890,1223890
The Wash,7000000,10229331,3229331
Flightplan,55000000,223387299,168387299
Catch a Fire,14000000,5710236,-8289764
Malibu's Most Wanted,15000000,34000000,19000000
House on Haunted Hill,37000000,40846082,3846082
Donkey Punch,0,0,0
Transporter 2,32000000,89083229,57083229
Manito,0,0,0
Seventh Son,95000000,114178613,19178613
Frances Ha,0,4069826,4069826
Monkeybone,75000000,5409517,-69590483
Summer Storm,0,0,0
The Polar Express,165000000,310634054,145634054
Mama,15000000,146497771,131497771
The Damned United,10000000,0,-10000000
EuroTrip,25000000,20796847,-4203153
1982,0,0,0
You Will Meet a Tall Dark Stranger,22000000,0,-22000000
Chain Letter,5000000,143000,-4857000
Flying By,0,0,0
Supernova,0,2506542,2506542
The Canyons,250000,56825,-193175
The Art of Getting By,0,1406224,1406224
Down Terrace,31192,10000,-21192
Starsky & Hutch,60000000,170268750,110268750
The Devil's Tomb,10000000,0,-10000000
Thank You for Smoking,6500000,24793509,18293509
This Is Martin Bonner,0,0,0
The Lion of Judah,15000000,0,-15000000
Don't Be Afraid of the Dark,25000000,36993168,11993168
Apollo 18,5000000,25562924,20562924
Hop,63000000,183953723,120953723
Unfriended,1000000,62882090,61882090
Going the Distance,32000000,42045846,10045846
Man of the House,40000000,21577624,-18422376
Evolution,80000000,98376292,18376292
Extreme Movie,0,54822,54822
Deuce Bigalow: European Gigolo,22000000,22400154,400154
The Blue Room,0,0,0
Chats perchés,0,0,0
Lucy,40000000,458863600,418863600
America Is Still the Place,0,0,0
Adulterers,750000,0,-750000
Raymond Did It,0,0,0
Tiger Orange,0,0,0
Black Knight,50000000,33422806,-16577194
Jason X,11000000,16951798,5951798
Heaven Is for Real,12000000,101332962,89332962
Centurion,12000000,6890432,-5109568
Gracie,9000000,2955039,-6044961
Blackthorn,0,987883,987883
"Fat, Sick & Nearly Dead",0,0,0
Harrison Montgomery,0,0,0
Dance Flick,25,32,7
Exam,600000,0,-600000
Who's Your Caddy?,0,0,0
Shattered Glass,6000000,2944752,-3055248
Bad Teacher,20000000,216197492,196197492
Notes on a Scandal,15000000,49469904,34469904
The Pet,0,0,0
The Dead Girl,0,0,0
Bridge to Terabithia,60000000,137587063,77587063
Mr. Bean's Holiday,25000000,232225908,207225908
Le peuple migrateur,35866397,20217080,-15649317
Thr3e,0,0,0
Dogtown and Z-Boys,0,0,0
The Hit List,6000000,0,-6000000
Good Boy!,17000000,0,-17000000
The Longshots,23000000,11767866,-11232134
Book of Shadows: Blair Witch 2,15000000,47737094,32737094
Johnny English,40000000,160583018,120583018
Rollerball,70000000,25852764,-44147236
Despicable Me 2,76000000,970761885,894761885
Happily N'Ever After,47000000,38085778,-8914222
Chicken Run,45000000,224834564,179834564
Paranormal Activity,215000,194183034,193968034
Larry the Cable Guy: Health Inspector,0,0,0
Lilo & Stitch,80000000,273144151,193144151
Titan A.E.,75000000,36754634,-38245366
Paparazzi,20000000,16605763,-3394237
Kissing Jessica Stein,1000000,10013424,9013424
City of Ember,55000000,17869048,-37130952
