title,budget,revenue,profit
Dry Spell,22000,0,-22000
Rise of the Guardians,145000000,306941670,161941670
20 Feet from Stardom,1000000,5892466,4892466
Death Calls,0,0,0
Underworld: Awakening,70000000,160112671,90112671
The Tigger Movie,30000000,45554533,15554533
Brokedown Palace,25000000,10115013,-14884987
The Matador,10000000,17297244,7297244
Big Momma's House 2,40000000,138259062,98259062
Dudley Do-Right,70000000,0,-70000000
Hey Arnold! The Movie,0,0,0
51 Birch Street,0,0,0
After,14000000,69497587,55497587
Open Season,85000000,197309027,112309027
When the Lights Went Out,0,1181929,1181929
The I Inside,8800000,72962,-8727038
Everything Put Together,500000,0,-500000
Vampires Suck,20000000,80547866,60547866
Knockaround Guys,15000000,12000000,-3000000
Deadfall,12000000,66351,-11933649
Incident at Loch Ness,1400000,37493,-1362507
Redacted,5000000,782102,-4217898
The Deported,0,0,0
Born to Fly: Elizabeth Streb vs. Gravity,0,0,0
The Loved Ones,0,0,0
Boat Trip,20000000,8586376,-11413624
Harry Brown,7300000,10329747,3029747
The Perfect Match,0,0,0
The Touch,0,0,0
Over the Hedge,80000000,343397247,263397247
Butterfly Girl,0,0,0
A Guy Thing,20000000,17432163,-2567837
Ernest et Célestine,12516654,8109160,-4407494
Windsor Drive,0,0,0
Pooh's Heffalump Movie,20000000,52900000,32900000
Old School,24000000,87135520,63135520
George and the Dragon,32000000,0,-32000000
My Date with Drew,0,0,0
長江七號,0,47301471,47301471
Amidst the Devil's Wings,300000,0,-300000
The House of the Devil,0,0,0
"I Love You, Beth Cooper",18000000,15345201,-2654799
Home on the Range,110000000,103951461,-6048539
Zombie Hunter,0,0,0
The Good Dinosaur,175000000,332207671,157207671
Just Visiting,40000000,0,-40000000
Antarctic Edge: 70° South,0,0,0
Pontypool,1500000,32000,-1468000
Tarnation,218,1162014,1161796
Containment,0,0,0
xXx: State of the Union,60000000,71073932,11073932
The Green Inferno,5000000,6833445,1833445
The Virgin Suicides,6000000,10409377,4409377
All Good Things,0,0,0
The Emperor's New Groove,100000000,169327687,69327687
Zookeeper,80000000,169852759,89852759
Ghost Ship,35000000,68349884,33349884
Malevolence,450000,0,-450000
Black Water Transit,0,0,0
Stan Helsing,108,0,-108
Paddington,55000000,259207227,204207227
Bee Movie,150000000,287594577,137594577
Les Triplettes de Belleville,9500000,14776760,5276760
The Stepfather,20000000,31198531,11198531
The Warrior's Way,42000000,11087569,-30912431
A Madea Christmas,47000000,53396354,6396354
The Jacket,29000000,21733230,-7266770
The Collection,0,6842058,6842058
Step Up Revolution,33000000,140470746,107470746
Tuck Everlasting,15000000,19158074,4158074
(500) Days of Summer,7500000,60781545,53281545
The Algerian,1,0,-1
The Final Destination,40000000,186167139,146167139
"Peace, Propaganda & the Promised Land",0,0,0
Little Nicky,85000000,58292295,-26707705
Dickie Roberts: Former Child Star,0,0,0
Like Mike,30000000,0,-30000000
Devil's Due,7000000,36433975,29433975
Free Birds,55000000,110000000,55000000
The Last Five Years,3500000,292092,-3207908
Best in Show,0,0,0
The Unborn,16000000,76514050,60514050
Outside Bet,7500000,0,-7500000
Teacher's Pet,10000000,0,-10000000
Swordfish,102000000,147080413,45080413
The Mighty Macs,7000000,0,-7000000
Disaster Movie,25000000,14109284,-10890716
8: The Mormon Proposition,0,0,0
The Jimmy Show,0,0,0
The Puffy Chair,15000,0,-15000
少林足球,10000005,42776760,32776755
Superstar,0,0,0
Tin Can Man,10000,0,-10000
"Surfer, Dude",6000000,69497,-5930503
Office Space,10000000,10827810,827810
Grave Encounters,1000000,0,-1000000
三枪拍案惊奇,0,0,0
Race to Witch Mountain,50000000,106303988,56303988
Neighbors 2: Sorority Rising,35000000,108758521,73758521
The Bubble,0,0,0
Bran Nue Dae,0,0,0
Pieces of April,300000,0,-300000
Hum To Mohabbat Karega,0,0,0
Space Chimps,37000000,64762724,27762724
Shark Night 3D,28000000,10126458,-17873542
Epic Movie,20000000,86865564,66865564
Nine Dead,2000000,0,-2000000
Duma,12000000,0,-12000000
Adam,0,3037173,3037173
Civil Brand,500000,243347,-256653
Resident Evil,33000000,102984862,69984862
Slackers,14000000,6413915,-7586085
The Incredible Burt Wonderstone,30000000,27437881,-2562119
2016: Obama's America,2500000,33400000,30900000
Barry Munday,0,0,0
Chloe,14000000,11808880,-2191120
Serendipity,28000000,77516304,49516304
Close Range,3000000,0,-3000000
The Night Listener,0,10639686,10639686
Everybody's Fine,21000000,16443609,-4556391
A Christmas Carol,200000000,325286646,125286646
Marci X,20000000,1675706,-18324294
Mutant World,0,1500000,1500000
An Ideal Husband,14000000,18535191,4535191
Let's Go to Prison,4000000,4630045,630045
Hitman,24000000,99965753,75965753
The Quiet,900000,381420,-518580
The Master of Disguise,0,43411001,43411001
The Betrayed,3500000,0,-3500000
The Anniversary,50000,0,-50000
Woman Thou Art Loosed,3000000,6804016,3804016
The Beaver,21000000,970816,-20029184
Censored Voices,0,0,0
Big Fat Liar,15000000,52970014,37970014
The Prince,18000000,0,-18000000
Wind Walkers,0,0,0
Samsara,4000000,0,-4000000
Happy Feet,100000000,384335608,284335608
The Grace Card,200000,2295733,2095733
Kung Pow: Enter the Fist,0,0,0
Goddess of Love,0,0,0
Drive,0,0,0
Abandon,25000000,10719357,-14280643
Rampage,120000000,426245950,306245950
An American Carol,20000000,7000000,-13000000
The Dark Hours,500000,0,-500000
Not Cool,800000,36026,-763974
No Good Deed,13200000,53830415,40630415
La Marche de l'empereur,3300000,127392239,124092239
Superhero Movie,35000000,25871834,-9128166
Miss Potter,30000000,35078241,5078241
Next Day Air,0,0,0
The Reaping,40000000,62771059,22771059
The Grand Budapest Hotel,30000000,174600318,144600318
Bleeding Hearts,0,0,0
The Outrageous Sophie Tucker,0,0,0
Choke,3000000,3982459,982459
Hostel,4800000,81979826,77179826
Hostel: Part II,10200000,35728183,25528183
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,100654149,72654149
The Stepford Wives,90000000,102000000,12000000
Let's Kill Ward's Wife,5000000,0,-5000000
The Wackness,6000000,3175469,-2824531
Cavite,7,70,63
Fruitvale Station,900000,17549645,16649645
Grandma's Boy,5000000,6538177,1538177
Get Low,700000,10522511,9822511
Food Chains,913000,0,-913000
Skyline,10000000,66984887,56984887
Ultraviolet,30000000,31070211,1070211
Unsullied,0,0,0
Robots,75000000,262511490,187511490
Soul Survivors,17000000,4299141,-12700859
World's Greatest Dad,10000000,221805,-9778195
What's the Worst That Could Happen?,60000000,38400000,-21600000
Moonrise Kingdom,16000000,68263166,52263166
Elektra,43000000,56681566,13681566
Treachery,625000,0,-625000
The Covenant,20000000,37597471,17597471
Unaccompanied Minors,26000000,0,-26000000
Mutual Friends,0,0,0
Light from the Darkroom,600000,0,-600000
The Exploding Girl,0,0,0
The Benchwarmers,0,0,0
Interview with the Assassin,500000,0,-500000
The Good Girl,8000000,16856124,8856124
The Wicked Within,0,0,0
The Lost Medallion: The Adventures of Billy Stone,0,0,0
The Adventures of Elmo in Grouchland,0,0,0
Deck the Halls,51000000,47231070,-3768930
Queen Crab,75000,0,-75000
Two Lovers and a Bear,0,0,0
Kicking & Screaming,45000000,56070433,11070433
Chicken Little,150000000,314432665,164432665
Eye of the Dolphin,2500000,71904,-2428096
High Road,0,0,0
The Legend of God's Gun,0,0,0
Arthur et les Minimoys,86000000,107944236,21944236
Movie 43,6000000,32438988,26438988
Isn't She Great,36000000,3003296,-32996704
A Beginner's Guide to Snuff,0,0,0
Dead Snow,0,0,0
Buried,1987650,19152480,17164830
Phone Booth,13000000,97837138,84837138
Cursed,35000000,19294901,-15705099
50 First Dates,75000000,196482882,121482882
ZMD: Zombies of Mass Destruction,0,0,0
Zoom,75600000,12506188,-63093812
The Pacifier,56000000,198636868,142636868
In Too Deep,7000000,14011454,7011454
House of D,0,0,0
Honey,18000000,62646763,44646763
This Thing of Ours,0,0,0
Good Luck Chuck,25000000,59192128,34192128
Snow Queen,0,0,0
Youth in Revolt,18000000,0,-18000000
Lights Out,4900000,148868835,143968835
Beer League,0,0,0
Wrong Turn,0,3777969,3777969
Los cronocrímenes,2600000,553198,-2046802
House at the End of the Drive,0,0,0
Jackass Number Two,11000000,72778712,61778712
Forsaken,11000000,0,-11000000
Young Adult,12000000,22939027,10939027
Spy Kids,35000000,147934180,112934180
Wrath of the Titans,150000000,301970083,151970083
Along Came Polly,42000000,178311729,136311729
The Apparition,17000000,9627492,-7372508
The Amityville Horror,19000000,108047131,89047131
The Giver,25000000,66980456,41980456
Stay Alive,9000000,27105095,18105095
The Brothers Solomon,0,0,0
Hot Rod,0,14334401,14334401
Blood and Chocolate,0,0,0
Valentine,0,0,0
Whatever It Takes,15000000,9902115,-5097885
Killer Joe,10000000,4633668,-5366332
Valiant,35000000,61746888,26746888
The FP,0,0,0
50/50,8000000,39187783,31187783
Valley of the Heart's Delight,0,0,0
Reno 911!: Miami,10000000,20342161,10342161
兔侠传奇,19000000,3699225,-15300775
Arthur Christmas,10000000,0,-10000000
The Vatican Exorcisms,0,0,0
Doogal,20000000,27450189,7450189
Hobo with a Shotgun,3000000,748453,-2251547
Punch-Drunk Love,25000000,24665649,-334351
George Washington,42000,241816,199816
Frailty,11000000,17423030,6423030
The Adventures of Sharkboy and Lavagirl,50000000,71992655,21992655
Elling,0,0,0
Dracula Untold,70000000,217124280,147124280
Saints and Soldiers,780000,0,-780000
Submarine,0,864659,864659
Project X,0,0,0
Despicable Me,69000000,533679475,464679475
Lockout,20000000,32204030,12204030
Cavite,7,70,63
Fruitvale Station,900000,17549645,16649645
Grandma's Boy,5000000,6538177,1538177
Get Low,700000,10522511,9822511
Food Chains,913000,0,-913000
Skyline,10000000,66984887,56984887
Ultraviolet,30000000,31070211,1070211
Unsullied,0,0,0
Robots,75000000,262511490,187511490
Soul Survivors,17000000,4299141,-12700859
World's Greatest Dad,10000000,221805,-9778195
What's the Worst That Could Happen?,60000000,38400000,-21600000
Moonrise Kingdom,16000000,68263166,52263166
Elektra,43000000,56681566,13681566
Treachery,625000,0,-625000
The Covenant,20000000,37597471,17597471
Unaccompanied Minors,26000000,0,-26000000
Mutual Friends,0,0,0
Light from the Darkroom,600000,0,-600000
The Exploding Girl,0,0,0
The Benchwarmers,0,0,0
Interview with the Assassin,500000,0,-500000
The Good Girl,8000000,16856124,8856124
The Wicked Within,0,0,0
The Lost Medallion: The Adventures of Billy Stone,0,0,0
The Adventures of Elmo in Grouchland,0,0,0
Deck the Halls,51000000,47231070,-3768930
Queen Crab,75000,0,-75000
Two Lovers and a Bear,0,0,0
Kicking & Screaming,45000000,56070433,11070433
Chicken Little,150000000,314432665,164432665
Eye of the Dolphin,2500000,71904,-2428096
High Road,0,0,0
The Legend of God's Gun,0,0,0
Arthur et les Minimoys,86000000,107944236,21944236
Movie 43,6000000,32438988,26438988
Isn't She Great,36000000,3003296,-32996704
A Beginner's Guide to Snuff,0,0,0
Dead Snow,0,0,0
Buried,1987650,19152480,17164830
Phone Booth,13000000,97837138,84837138
Cursed,35000000,19294901,-15705099
50 First Dates,75000000,196482882,121482882
ZMD: Zombies of Mass Destruction,0,0,0
Zoom,75600000,12506188,-63093812
The Pacifier,56000000,198636868,142636868
In Too Deep,7000000,14011454,7011454
House of D,0,0,0
Honey,18000000,62646763,44646763
This Thing of Ours,0,0,0
Good Luck Chuck,25000000,59192128,34192128
Snow Queen,0,0,0
Youth in Revolt,18000000,0,-18000000
Lights Out,4900000,148868835,143968835
Beer League,0,0,0
Wrong Turn,0,3777969,3777969
Los cronocrímenes,2600000,553198,-2046802
House at the End of the Drive,0,0,0
Jackass Number Two,11000000,72778712,61778712
Forsaken,11000000,0,-11000000
Young Adult,12000000,22939027,10939027
Spy Kids,35000000,147934180,112934180
Wrath of the Titans,150000000,301970083,151970083
Along Came Polly,42000000,178311729,136311729
The Apparition,17000000,9627492,-7372508
The Amityville Horror,19000000,108047131,89047131
The Giver,25000000,66980456,41980456
Stay Alive,9000000,27105095,18105095
The Brothers Solomon,0,0,0
Hot Rod,0,14334401,14334401
Blood and Chocolate,0,0,0
Valentine,0,0,0
Whatever It Takes,15000000,9902115,-5097885
Killer Joe,10000000,4633668,-5366332
Valiant,35000000,61746888,26746888
The FP,0,0,0
50/50,8000000,39187783,31187783
Valley of the Heart's Delight,0,0,0
Reno 911!: Miami,10000000,20342161,10342161
兔侠传奇,19000000,3699225,-15300775
Arthur Christmas,10000000,0,-10000000
The Vatican Exorcisms,0,0,0
Doogal,20000000,27450189,7450189
Hobo with a Shotgun,3000000,748453,-2251547
Punch-Drunk Love,25000000,24665649,-334351
George Washington,42000,241816,199816
Frailty,11000000,17423030,6423030
The Adventures of Sharkboy and Lavagirl,50000000,71992655,21992655
Elling,0,0,0
Dracula Untold,70000000,217124280,147124280
Saints and Soldiers,780000,0,-780000
Submarine,0,864659,864659
Project X,0,0,0
Despicable Me,69000000,533679475,464679475
Lockout,20000000,32204030,12204030
Space Dogs,0,0,0
Demonic,0,0,0
龙之谷：破晓奇兵,40000000,0,-40000000
The Others,17000000,209947037,192947037
The Young Victoria,35000000,29196409,-5803591
Suspect Zero,27000000,13000000,-14000000
The Lego Movie,60000000,469160692,409160692
"I, Frankenstein",65000000,76801179,11801179
The Love Guru,62000000,40854735,-21145265
Team America: World Police,32000000,50907422,18907422
Cypher,7500000,0,-7500000
Old Joy,300000,0,-300000
Closure,0,0,0
Dredd,50000000,41037742,-8962258
Down for Life,0,0,0
Stuart Little,133000000,300135367,167135367
Iraq for Sale: The War Profiteers,0,0,0
Four Christmases,80000000,163733697,83733697
My Name Is Bruce,1500000,173066,-1326934
The Believer,1500000,1309316,-190684
Winter Passing,3500000,113783,-3386217
Bandidas,35000000,18381890,-16618110
The Grudge,10000000,183474602,173474602
Highlander: Endgame,25000000,15843608,-9156392
Urban Legends: Final Cut,14000000,38574362,24574362
Eddie: The Sleepwalking Cannibal,0,1632,1632
Breaking Upwards,0,0,0
Seeking a Friend for the End of the World,10000000,9636289,-363711
My Blueberry Nights,10000000,21786738,11786738
Murderball,300000,1750211,1450211
The Rocker,15000000,8762890,-6237110
St. Vincent,13000000,54837234,41837234
Diamond Ruff,0,0,0
Enter the Dangerous Mind,0,0,0
In the Shadow of the Moon,0,0,0
How to Train Your Dragon,165000000,494878759,329878759
Royal Kill,0,0,0
9,30000000,48428063,18428063
Poolhall Junkies,0,0,0
Unfinished Business,35000000,14431253,-20568747
The Tale of Despereaux,60000000,86947965,26947965
Love's Abiding Joy,0,0,0
The R.M.,0,0,0
Rugrats in Paris: The Movie,30,103,73
Persepolis,7300000,0,-7300000
Winnie the Pooh,30000000,14460000,-15540000
Top Spin,0,0,0
Ravenous,12000000,0,-12000000
Plastic,10,0,-10
Son of the Mask,84000000,0,-84000000
Digimon: The Movie,5500000,16600000,11100000
Factory Girl,7000000,0,-7000000
A Walk to Remember,11800000,47494916,35694916
The Woman Chaser,0,0,0
Ghost Rider: Spirit of Vengeance,57000000,132563930,75563930
There Be Dragons,0,0,0
Resident Evil: Retribution,65000000,240159255,175159255
21,35000000,69823199,34823199
Fugly,0,0,0
Inside Man,45000000,186003591,141003591
Molière,0,0,0
Courage,0,0,0
Lincoln,65000000,275293450,210293450
Subconscious,0,0,0
卧虎藏龍,17000000,213525736,196525736
Joe,4000000,2365467,-1634533
Pan,150000000,128388320,-21611680
Un long dimanche de fiançailles,47000000,0,-47000000
Jarhead,72000000,97076152,25076152
W.,25100000,29506464,4406464
xXx,70000000,277448382,207448382
The Hurricane,50000000,73956241,23956241
Suicide Squad,175000000,746846894,571846894
The Debt,20000000,45636368,25636368
21 & Over,13000000,48065672,35065672
Brooklyn,11000000,62076141,51076141
W Imię...,0,0,0
8 femmes,8000000,0,-8000000
வாலு,0,0,0
Bully,0,480811,480811
X-Men,75000000,296339527,221339527
投名狀,40000000,0,-40000000
Bon voyage,0,0,0
辛亥革命,30000000,108348,-29891652
Transformers,150000000,709709780,559709780
Guardians of the Galaxy,170000000,772776600,602776600
Room,13000000,35401758,22401758
Escape Plan,50000000,122915111,72915111
Brother,12000000,15250000,3250000
La grande bellezza,12400000,24164400,11764400
The Three Musketeers,30000000,53898845,23898845
十面埋伏,0,0,0
Love,3000000,249083,-2750917
Amigo,1200000,0,-1200000
Water,0,10422387,10422387
RED,58000000,71664962,13664962
Red,0,0,0
بيت من رمال,0,0,0
Bride & Prejudice,7000000,0,-7000000
Trash,0,0,0
कृष,0,0,0
The Lost City,9600000,4386236,-5213764
Wild,15000000,52501541,37501541
Hustle & Flow,8000000,23563727,15563727
A Separation,0,0,0
Undercover Brother,25000000,41604473,16604473
Ступа,0,0,0
The Looking Glass,0,0,0
Cavite,7,70,63
Fruitvale Station,900000,17549645,16649645
Grandma's Boy,5000000,6538177,1538177
Get Low,700000,10522511,9822511
Food Chains,913000,0,-913000
Skyline,10000000,66984887,56984887
Ultraviolet,30000000,31070211,1070211
Unsullied,0,0,0
Robots,75000000,262511490,187511490
Soul Survivors,17000000,4299141,-12700859
World's Greatest Dad,10000000,221805,-9778195
What's the Worst That Could Happen?,60000000,38400000,-21600000
Moonrise Kingdom,16000000,68263166,52263166
Elektra,43000000,56681566,13681566
Treachery,625000,0,-625000
The Covenant,20000000,37597471,17597471
Unaccompanied Minors,26000000,0,-26000000
Mutual Friends,0,0,0
Light from the Darkroom,600000,0,-600000
The Exploding Girl,0,0,0
The Benchwarmers,0,0,0
Interview with the Assassin,500000,0,-500000
The Good Girl,8000000,16856124,8856124
The Wicked Within,0,0,0
The Lost Medallion: The Adventures of Billy Stone,0,0,0
The Adventures of Elmo in Grouchland,0,0,0
Deck the Halls,51000000,47231070,-3768930
Queen Crab,75000,0,-75000
Two Lovers and a Bear,0,0,0
Kicking & Screaming,45000000,56070433,11070433
Chicken Little,150000000,314432665,164432665
Eye of the Dolphin,2500000,71904,-2428096
High Road,0,0,0
The Legend of God's Gun,0,0,0
Arthur et les Minimoys,86000000,107944236,21944236
Movie 43,6000000,32438988,26438988
Isn't She Great,36000000,3003296,-32996704
A Beginner's Guide to Snuff,0,0,0
Dead Snow,0,0,0
Buried,1987650,19152480,17164830
Phone Booth,13000000,97837138,84837138
Cursed,35000000,19294901,-15705099
50 First Dates,75000000,196482882,121482882
ZMD: Zombies of Mass Destruction,0,0,0
Zoom,75600000,12506188,-63093812
The Pacifier,56000000,198636868,142636868
In Too Deep,7000000,14011454,7011454
House of D,0,0,0
Honey,18000000,62646763,44646763
This Thing of Ours,0,0,0
Good Luck Chuck,25000000,59192128,34192128
Snow Queen,0,0,0
Youth in Revolt,18000000,0,-18000000
Lights Out,4900000,148868835,143968835
Beer League,0,0,0
Wrong Turn,0,3777969,3777969
Los cronocrímenes,2600000,553198,-2046802
House at the End of the Drive,0,0,0
Jackass Number Two,11000000,72778712,61778712
Forsaken,11000000,0,-11000000
Young Adult,12000000,22939027,10939027
Spy Kids,35000000,147934180,112934180
Wrath of the Titans,150000000,301970083,151970083
Along Came Polly,42000000,178311729,136311729
The Apparition,17000000,9627492,-7372508
The Amityville Horror,19000000,108047131,89047131
The Giver,25000000,66980456,41980456
Stay Alive,9000000,27105095,18105095
The Brothers Solomon,0,0,0
Hot Rod,0,14334401,14334401
Blood and Chocolate,0,0,0
Valentine,0,0,0
Whatever It Takes,15000000,9902115,-5097885
Killer Joe,10000000,4633668,-5366332
Valiant,35000000,61746888,26746888
The FP,0,0,0
50/50,8000000,39187783,31187783
Valley of the Heart's Delight,0,0,0
Reno 911!: Miami,10000000,20342161,10342161
兔侠传奇,19000000,3699225,-15300775
Arthur Christmas,10000000,0,-10000000
The Vatican Exorcisms,0,0,0
Doogal,20000000,27450189,7450189
Hobo with a Shotgun,3000000,748453,-2251547
Punch-Drunk Love,25000000,24665649,-334351
George Washington,42000,241816,199816
Frailty,11000000,17423030,6423030
The Adventures of Sharkboy and Lavagirl,50000000,71992655,21992655
Elling,0,0,0
Dracula Untold,70000000,217124280,147124280
Saints and Soldiers,780000,0,-780000
Submarine,0,864659,864659
Project X,0,0,0
Despicable Me,69000000,533679475,464679475
Lockout,20000000,32204030,12204030
Space Dogs,0,0,0
Demonic,0,0,0
龙之谷：破晓奇兵,40000000,0,-40000000
The Others,17000000,209947037,192947037
The Young Victoria,35000000,29196409,-5803591
Suspect Zero,27000000,13000000,-14000000
The Lego Movie,60000000,469160692,409160692
"I, Frankenstein",65000000,76801179,11801179
The Love Guru,62000000,40854735,-21145265
Team America: World Police,32000000,50907422,18907422
Cypher,7500000,0,-7500000
Old Joy,300000,0,-300000
Closure,0,0,0
Dredd,50000000,41037742,-8962258
Down for Life,0,0,0
Stuart Little,133000000,300135367,167135367
Iraq for Sale: The War Profiteers,0,0,0
Four Christmases,80000000,163733697,83733697
My Name Is Bruce,1500000,173066,-1326934
The Believer,1500000,1309316,-190684
Winter Passing,3500000,113783,-3386217
Bandidas,35000000,18381890,-16618110
The Grudge,10000000,183474602,173474602
Highlander: Endgame,25000000,15843608,-9156392
Urban Legends: Final Cut,14000000,38574362,24574362
Eddie: The Sleepwalking Cannibal,0,1632,1632
Breaking Upwards,0,0,0
Seeking a Friend for the End of the World,10000000,9636289,-363711
My Blueberry Nights,10000000,21786738,11786738
Murderball,300000,1750211,1450211
The Rocker,15000000,8762890,-6237110
St. Vincent,13000000,54837234,41837234
Diamond Ruff,0,0,0
Enter the Dangerous Mind,0,0,0
In the Shadow of the Moon,0,0,0
How to Train Your Dragon,165000000,494878759,329878759
Royal Kill,0,0,0
9,30000000,48428063,18428063
Poolhall Junkies,0,0,0
Unfinished Business,35000000,14431253,-20568747
The Tale of Despereaux,60000000,86947965,26947965
Love's Abiding Joy,0,0,0
The R.M.,0,0,0
Rugrats in Paris: The Movie,30,103,73
Persepolis,7300000,0,-7300000
Winnie the Pooh,30000000,14460000,-15540000
Top Spin,0,0,0
Ravenous,12000000,0,-12000000
Plastic,10,0,-10
Son of the Mask,84000000,0,-84000000
Digimon: The Movie,5500000,16600000,11100000
Factory Girl,7000000,0,-7000000
A Walk to Remember,11800000,47494916,35694916
The Woman Chaser,0,0,0
Ghost Rider: Spirit of Vengeance,57000000,132563930,75563930
There Be Dragons,0,0,0
Resident Evil: Retribution,65000000,240159255,175159255
21,35000000,69823199,34823199
Fugly,0,0,0
Inside Man,45000000,186003591,141003591
Molière,0,0,0
Courage,0,0,0
Lincoln,65000000,275293450,210293450
Subconscious,0,0,0
卧虎藏龍,17000000,213525736,196525736
Joe,4000000,2365467,-1634533
Pan,150000000,128388320,-21611680
Un long dimanche de fiançailles,47000000,0,-47000000
Jarhead,72000000,97076152,25076152
W.,25100000,29506464,4406464
xXx,70000000,277448382,207448382
The Hurricane,50000000,73956241,23956241
Suicide Squad,175000000,746846894,571846894
The Debt,20000000,45636368,25636368
21 & Over,13000000,48065672,35065672
Brooklyn,11000000,62076141,51076141
W Imię...,0,0,0
8 femmes,8000000,0,-8000000
வாலு,0,0,0
Bully,0,480811,480811
X-Men,75000000,296339527,221339527
投名狀,40000000,0,-40000000
Bon voyage,0,0,0
辛亥革命,30000000,108348,-29891652
Transformers,150000000,709709780,559709780
Guardians of the Galaxy,170000000,772776600,602776600
Room,13000000,35401758,22401758
Escape Plan,50000000,122915111,72915111
Brother,12000000,15250000,3250000
La grande bellezza,12400000,24164400,11764400
The Three Musketeers,30000000,53898845,23898845
十面埋伏,0,0,0
Love,3000000,249083,-2750917
Amigo,1200000,0,-1200000
Water,0,10422387,10422387
RED,58000000,71664962,13664962
Red,0,0,0
بيت من رمال,0,0,0
Bride & Prejudice,7000000,0,-7000000
Trash,0,0,0
कृष,0,0,0
The Lost City,9600000,4386236,-5213764
Wild,15000000,52501541,37501541
Hustle & Flow,8000000,23563727,15563727
A Separation,0,0,0
Undercover Brother,25000000,41604473,16604473
Ступа,0,0,0
The Looking Glass,0,0,0
