country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Japan,3.574511525,5.368461785,6.835440348,6.706905564,3.800389453,6.655990943,5.040832059,3.989848089,5.339432957,5.249820911,6.924173835,6.395348837,4.843517139,11.60862355,23.22224581,11.73126615,9.374036386,8.161826896,4.209566011,3.701850925,7.778581766,4.912162918,2.741040956,1.899719713,2.261613692,2.032277346,0.595586799,0.126176842,0.67855758,2.272289621,3.078516287,3.251438488,1.760283061,1.243045897,0.695458058,-0.127899045,0.136600359,1.747804587,0.661974191,-0.341296928,-0.676578684,-0.740055504,-0.923494027,-0.256541816,-0.008573388,-0.282946069,0.249355116,0.060039454,1.380078862,-1.35283673,-0.719979429,-0.267633601,-0.051939058,0.346440326,2.761954083,0.78951789,-0.116666667,0.467211747,0.97990367,0.476973684,-0.016369291
Kenya,1.243781095,2.457002457,3.117505995,0.697674419,-0.099304867,3.578528828,5.014395393,1.759195796,0.36671157,-0.171501007,2.188527039,3.780206125,5.831644743,9.281194223,17.80994803,19.12018401,11.44903049,14.82096448,16.93178246,7.979352618,13.85818146,11.60305344,20.66671467,11.39778274,10.28409821,13.00656642,2.534275989,8.63767319,12.26496305,13.78931728,17.78181443,20.08449558,27.33236445,45.9788813,28.81438943,1.554328161,8.864087416,11.36184505,6.722436508,5.742001095,9.980025154,5.738598143,1.961308217,9.81569063,11.62403554,10.31277836,14.45373421,9.75888023,26.23981664,9.234125924,3.961388891,14.02249396,9.377767482,5.71749357,6.878154993,6.582174403,6.297157525,8.005722791,4.689819761,5.235859994,5.404814672
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94733772,23.43542785,10.45738258,37.03092584,18.70073428,6.919679894,2.134209863,2.974612952,4.110650847,4.338673918,5.552123332,10.23010327,24.52010242,6.836562481,7.967722256,16.63632627,2.768442365,6.613752024,7.534247298,6.50331839,0.388838297,3.175309864,1.542661452,1.133622577,6.325422963
Argentina,,,,,,,,3.016948475,4.093891431,2.629340837,4.652297493,4.784114382,6.671177665,13.61831735,22.95099971,16.77357032,9.793653275,10.68895742,10.30612922,14.72217037,17.91992414,14.44972491,8.397681559,10.91288722,11.72748875,15.05917603,11.83042108,12.32321328,8.266765744,11.43213181,21.73994434,21.78441243,11.21448138,10.74864672,10.58580665,10.66095487,8.57401911,7.047338847,5.189642508,3.469659963,4.686027358,4.359340652,3.750174658,3.811106244,4.32326493,4.690948709,4.267174634,4.985326784,8.254102024,2.591946734,3.522833036,5.042434265,3.898495879,2.606252636,3.314187885,2.133579326,1.689327289,2.312249,2.379517334,2.31419435,
Libya,,,,,,11.425,12.24291377,7.296108742,0.391231447,9.785970555,-5.296371422,-3.103849408,-0.251023192,7.970895563,7.458451561,9.119200301,5.47921528,6.280213028,29.37979416,-6.03902875,9.734288795,11.19972261,10.25880886,10.60520362,12.47762721,9.138440555,3.290981046,4.355716878,6.086956522,1.511839709,8.451462408,11.8960953,9.35975159,11.07355327,5.112598904,7.237984945,4.028077754,3.550295858,3.709273183,2.648622523,-2.9,-8.813937521,-9.797647059,-2.19115192,-2.197567741,2.650205761,1.459268762,6.25098783,10.3607289,2.459900256,2.799895001,15.51848153,6.059803922,2.605818027,,,,,,,
Mexico,4.927518869,1.608759691,1.198984178,0.594055008,2.337903172,3.568038657,4.215788377,3.016948475,2.333950935,3.367003367,5.003412055,5.469028994,4.943692364,12.08193946,23.78401544,14.94453464,15.82472249,29.06412471,17.45729257,18.1912463,26.35165136,27.9337626,58.91341985,101.8749384,65.44880713,57.7484484,86.23331699,131.8273839,114.1622585,20.00787671,26.65167256,22.66235946,15.50789625,9.751460454,6.965812372,34.99927129,34.37838322,20.62562873,15.92839501,16.58561697,9.491561494,6.367738062,5.030727332,4.546900121,4.688408848,3.988057146,3.629467624,3.966849055,5.124982746,5.297355842,4.156727227,3.407378246,4.111509811,3.806390697,4.018616081,2.72064065,2.821707847,6.04145724,4.899350154,3.635961421,3.396834156
Netherlands,2.323943662,1.307639367,2.4311452,3.243659328,5.823766469,3.908026394,5.762146554,3.455320053,3.720791771,7.421797364,3.668918202,7.477692552,7.802791435,8.02220375,9.591424843,10.21748053,8.830643559,6.39930319,4.112013169,4.199292962,6.513456863,6.738929551,5.91109324,2.740842825,3.30163842,2.258584013,0.083347949,-0.691203091,0.737943046,1.082160156,2.454089859,3.158197519,3.183585695,2.584181156,2.801526937,1.923224572,2.113787871,2.109245627,1.959136323,2.157179181,2.360522338,4.155841272,3.287531047,2.09199839,1.263647392,1.688130179,1.101501065,1.613858598,2.486501983,1.18977687,1.275305696,2.341070178,2.455547653,2.506898527,0.97603508,0.600248147,0.316666667,1.381458714,1.703497947,2.633699102,1.272460378
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.428996938,1.749672346,1.27761319,0.178851061,0.570508141,0.578317436,,,,
New Zealand,0.697929234,1.79770429,2.68085397,1.968498504,3.474905477,3.397489756,2.755480775,6.056920063,4.311924966,4.925242427,6.517181052,10.38756832,6.932804592,8.166669273,11.10940201,14.68498347,16.90685701,14.38354942,11.95661797,13.69959502,17.15054542,15.37015958,16.16369412,7.341075861,6.171253479,15.41765557,13.21339806,15.74430079,6.375249444,5.715991551,6.098444148,2.60239286,1.014560272,1.288207766,1.745377908,3.754944137,2.285713054,1.187148331,1.265244099,-0.11426713,2.615234462,2.625816304,2.677092577,1.753574448,2.290249028,3.037023326,3.365401962,2.376143103,3.958949373,2.115651106,2.30202386,4.027906674,1.059913184,1.134422664,1.227507506,0.292704628,0.646240284,1.850787675,1.598297038,1.619631902,1.7145617
Nigeria,5.444327362,6.279147235,5.265632346,-2.694655352,0.856793146,4.103458738,9.690346084,-3.726336765,-0.476059059,10.1559792,13.75707992,15.99911485,3.457649752,5.402664454,12.67439318,33.96418832,24.3,15.08783406,21.70924574,11.70973062,9.97226199,20.81282291,7.697747247,23.21233155,17.82053329,7.435344828,5.717151454,11.29032258,54.51122478,50.46668812,7.364400306,13.0069731,44.58884272,57.16525283,57.03170891,72.8355023,29.26829268,8.529874214,9.996378124,6.618373395,6.933292156,18.87364621,12.8765792,14.03178361,14.99803382,17.86349337,8.22522152,5.388007969,11.58107517,12.55496039,13.72020184,10.84002754,12.21778174,8.475827285,8.062485824,9.009387183,15.67534055,16.52353998,12.09473155,11.39679497,
Norway,0.360492347,2.155172777,5.274259529,2.471610529,5.867015388,4.18722444,3.250563343,4.579269758,3.448293243,2.962949511,10.63720653,6.223863235,7.25843583,7.419472836,9.411768132,11.68922348,9.161472765,9.103839712,8.161671543,4.509727612,10.87866109,13.64296081,11.34099617,8.465244322,6.218274112,5.71485464,7.176492748,8.717047452,6.676365988,4.546143355,4.131033483,3.438195991,2.328085049,2.288269332,1.375674981,2.460367787,1.262532492,2.566923359,2.2524133,2.365967366,3.085506091,3.00419704,1.286725284,2.487825535,0.454498502,1.532133676,2.329349808,0.712589074,3.753930818,2.197385869,2.418906395,1.284951588,0.696864111,2.120486204,2.041702867,2.171136654,3.55,1.875100596,2.764831345,2.167730033,1.286584907
Pakistan,6.947368421,1.640419948,-0.516462234,1.456488448,4.179586881,5.568635479,7.227621598,6.811399634,0.170627348,3.186986796,5.34984091,4.730691482,5.183237645,23.07008403,26.66303485,20.90450946,7.158323731,10.13296769,6.138692667,8.267046976,11.93823091,11.87991359,5.903528784,6.3620335,6.087166736,5.614839218,3.506414248,4.681218546,8.837937018,7.844264737,9.052131553,11.79127034,9.509041462,9.97366476,12.36819439,12.34357852,10.37380859,11.37549289,6.228004154,4.142637181,4.366664513,3.148261446,3.290344726,2.914134701,7.444624693,9.06332737,7.921084401,7.598684411,20.28612109,13.64776506,12.93887056,11.91609271,9.682351861,7.692156119,7.189384028,2.529328173,3.765119164,4.08537368,5.078057259,10.5783618,9.739993139
Panama,0.051177072,0.613810742,0.788002034,0.449887528,2.413535705,0.461613217,0.193470375,1.375814627,1.61904762,1.827553889,3.083294984,1.919642857,5.409548839,6.856430501,16.26806663,5.881041307,3.949999999,4.585537919,4.200521233,7.988818596,13.80790191,7.302328365,4.250571763,2.102841244,1.582643329,1.026619893,-0.066384108,0.996423097,0.359220845,0.205867258,0.769485355,1.256260777,1.82452157,0.453930079,1.268431901,0.994206983,1.255716611,1.324351221,0.559081293,1.247182569,1.498961116,0.307062436,1.005830904,0.391666667,0.474723078,2.855883248,2.457893464,4.168633003,8.758683177,2.409053041,3.491288726,5.875802437,5.698199592,4.027159916,2.626526999,0.137492058,0.739734025,0.875585919,0.761578359,-0.355083821,-1.550275408
Peru,8.664459163,5.916708988,6.641093264,6.070143884,9.792284867,16.38996139,8.840603749,9.783602561,19.08661855,6.236158061,5.025235901,6.790639365,7.219722168,9.489051095,16.89166667,23.6187353,33.48327566,38.05409142,57.84878263,66.69442297,59.14507124,75.43326876,64.44815854,111.1506352,110.2085196,163.3995052,77.92102555,85.82230624,667.0193286,3398.67901,7481.663611,409.5301666,73.52829424,48.57998645,23.73690506,11.12870297,11.53794241,8.56218949,7.247821752,3.469659963,3.757338333,1.977098785,0.193135004,2.259377534,3.662473201,1.616301939,2.002258012,1.779986447,5.785875982,2.936231536,1.528320597,3.369310953,3.655709068,2.806716509,3.244963042,3.549288049,3.592113241,2.80283917,1.317647659,2.137153426,1.826052698
Philippines,4.15482178,1.595633005,5.796652201,5.62554937,8.183079057,2.564102564,5.4,6.253953194,2.358806459,1.955510323,14.38146168,21.40334354,8.204034135,16.58003226,34.16359164,6.761402705,9.199227136,9.898751597,7.334525939,17.53333333,18.20051049,13.08259852,10.22172714,10.02935656,50.33897564,23.10310718,1.148137777,4.069767442,13.86006917,12.24299065,12.17735221,19.26145853,8.651003579,6.716311041,10.38647343,6.83199611,7.476103778,5.590259397,9.234934323,5.939049018,3.977125032,5.345501956,2.722772277,2.289156627,4.829210836,6.516853933,5.485232068,2.9,8.260447036,4.219030521,3.789836348,4.718417047,3.026963911,2.582687661,3.597823439,0.674192537,1.253698801,2.853187726,5.211604606,2.480278587,2.635228849
Poland,,,,,,,,,,,,1.099999999,-0.098911967,2.475247525,7.053140096,2.25631769,4.413062666,4.902789518,8.101265823,7.025761124,9.682713348,19.12718204,103.5587189,25.53475936,15.40099943,11.52126074,16.54996817,26.37902785,58.72082973,244.550933,567.8788007,76.76949921,46.0985621,36.96416661,32.99127661,27.95138856,19.79496692,14.91315861,11.59785543,7.154072912,9.900175388,5.408335456,1.90528215,0.682701376,3.382646819,2.183798724,1.284693944,2.458743124,4.164971935,3.795392425,2.580693703,4.239401496,3.560371517,0.991982606,0.053821313,-0.874125874,-0.664767331,2.075935537,1.812951565,2.227478809,3.374469726
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6224949,211.2055876,255.1668618,136.7593928,32.24248473,38.82930134,154.7634804,59.09658275,45.80378113,45.66659404,34.47701235,22.53988626,15.27348899,11.87436359,9.014912833,6.558514123,4.837329283,7.850802557,5.587420043,6.091416686,5.789253288,3.334922677,3.984712355,1.068309877,-0.594156437,-1.544796668,1.339021211,4.625484431,3.827854326,2.631073112
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.2457204,307.7226356,197.4142681,47.7520122,14.76132927,27.68567981,85.7464941,20.79876066,21.47700721,15.78873079,13.66329302,10.88861573,12.68530395,9.668654548,9.007298689,14.11076778,11.64732958,6.849392303,8.440464859,5.074743008,6.753710262,7.823411839,15.53440505,7.04244763,3.683329444,2.878297236,4.470366608,3.381659372
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.893505198,23.28702766,13.41552034,9.841095798,5.775827862,6.141989996,6.665651232,10.57044161,12.0357806,7.329620191,3.12714223,8.554143054,7.548500882,2.709084946,4.483331204,2.756723716,4.598179763,1.615104641,0.957018133,3.919285991,3.606102635,1.40047369,-0.07616533,-0.325219777,-0.520010196,1.311945882,2.514037129,2.664561334,1.936941267
Slovenia,,,,,,,,,,,,,,,,,,,,,,42.62295273,30.1125436,40.21349184,53.67196691,79.40638115,95.88650521,132.072721,198.7537129,1281.443494,552.0835289,114.8329356,209.9337312,31.76213063,20.99181805,13.46372962,9.864450615,8.359679907,7.891166829,6.155587545,8.911744187,8.379665875,7.480777707,5.544164218,3.592975942,2.451501323,2.457924442,3.657495633,5.647423806,0.839262247,1.801170221,1.802851719,2.59741386,1.769200859,0.199343827,-0.525552286,-0.054999542,1.429107433,1.73860862,1.630522608,-0.054856816
Soviet Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.2457204,307.7226356,197.4142681,47.7520122,14.76132927,27.68567981,85.7464941,20.79876066,21.47700721,15.78873079,13.66329302,10.88861573,12.68530395,9.668654548,9.007298689,14.11076778,11.64732958,6.849392303,8.440464859,5.074743008,6.753710262,7.823411839,15.53440505,7.04244763,3.683329444,2.878297236,4.470366608,3.381659372
South Africa,1.28887812,2.102342706,1.246289513,1.337967944,2.534979686,4.069023471,3.489249619,3.538965883,1.986127529,3.23823316,4.991859976,5.957448096,6.425693925,9.433972641,11.72412209,13.42594374,11.0204016,11.15196487,11.13560797,13.2936509,13.6602472,15.25423772,14.63903727,12.30320716,11.52648044,16.29422614,18.65492687,16.16059499,12.77954421,14.73088597,14.32097583,15.33478204,13.8747029,9.71744832,8.938543571,8.680426268,7.354128857,8.597770743,6.880552536,5.181487799,5.338951583,5.701904835,9.494706671,5.679418064,-0.692030138,2.062852225,3.243901675,6.17781207,10.05528203,7.264562145,4.063538973,5.017157733,5.723943662,5.776404135,6.136020151,4.509208278,6.594604415,5.181082233,4.504577493,4.124350725,3.223885042
South Asia,,,,,,7.020252404,9.014734973,4.500319483,2.2086412,3.622289209,5.608398494,2.872659446,6.395791756,14.18529425,23.23468644,7.105988883,-0.891858526,9.103161467,6.742391959,7.271365172,13.31136684,11.87991359,9.90443093,12.37723808,7.032819826,5.556424232,8.729720727,8.259145709,9.183237622,8.311445346,9.011682028,12.23316624,11.58562705,8.739529476,8.398999608,9.860255743,9.098809481,6.838768961,9.970631796,5.399200764,4.01021482,3.148261446,3.332564933,3.805858995,3.767251735,6.941475411,6.77492886,7.196728975,10.9746442,4.976824477,7.581529776,10.25024503,9.386127704,7.458089097,6.820569522,4.156391615,4.171390211,4.519958939,3.334144217,3.625835033,5.691074747
Spain,1.177758035,0.809255325,5.70648671,8.74369245,6.979250995,13.21413526,6.240359156,6.39164209,4.954360592,2.160340151,5.73115584,8.23688063,8.272287728,11.41670926,15.68037832,16.95328243,17.62487561,24.5380634,19.77368321,15.66022668,15.5618949,14.54935868,14.41499582,12.17408352,11.28026367,8.814454809,8.794939747,5.248021767,4.837264699,6.791437533,6.721825301,5.934211113,5.924534287,4.569070885,4.718413284,4.673803185,3.558840831,1.971078904,1.834329229,2.31034695,3.433516755,3.589834949,3.065765372,3.039233684,3.03920165,3.368453988,3.515374911,2.787030473,4.075660764,-0.287996835,1.79988133,3.196146412,2.446000185,1.408546292,-0.150870313,-0.500461321,-0.202671741,1.956083333,1.675067615,0.699536242,-0.322671033
Sweden,4.141779151,2.15797311,4.766197219,2.871740345,3.387662311,5.012771296,6.404808253,4.28931923,1.943125825,2.691994586,7.016358851,7.395541138,6.007389699,6.717997398,9.911725301,9.779873988,10.24922465,11.44180511,9.995265417,7.20978617,13.70632236,12.10393853,8.58918509,8.873021524,8.04424239,7.372574581,4.235910111,4.188571518,5.824898684,6.443275874,10.36655339,9.444627329,2.374367251,4.728173046,2.158138007,2.455148578,0.533131979,0.658410256,-0.267132668,0.462175756,0.899143734,2.405958341,2.158482136,1.925655349,0.373659829,0.453170853,1.360214686,2.212168834,3.437049106,-0.494460544,1.157988027,2.961150738,0.888377507,-0.04429297,-0.179638494,-0.046784745,0.984269245,1.794499047,1.953535301,1.784150974,0.497367319
Switzerland,1.438794703,1.845397874,4.315992878,3.44021288,3.080556871,3.414478608,4.775979596,4.005196216,2.39582227,2.48903599,3.615986786,6.573221119,6.660007042,8.75467033,9.767414319,6.696595225,1.715476323,1.295999163,1.028792895,3.647640106,4.022500848,6.49030964,5.655101824,2.949794435,2.931456691,3.435399353,0.750309839,1.44032188,1.872468597,3.155269797,5.403959092,5.859596635,4.037030208,3.292621803,0.852116995,1.799827769,0.811634065,0.520225423,0.017938438,0.806444381,1.558529197,0.98902033,0.642711507,0.638272931,0.802908731,1.171954203,1.059509283,0.732350603,2.426041171,-0.480481936,0.688238707,0.231349208,-0.692552018,-0.217323155,-0.013202539,-1.143908672,-0.434618664,0.53378784,0.936335464,0.36288618,-0.725874933
Syria,5.118909513,1.958890882,-3.846153846,1.916666667,5.396565822,-3.87897595,3.793381759,6.454121306,2.848794741,-1.988636364,4.637681159,5.609418283,2.098360656,20.35966602,15.52828175,11.46496815,11.42857143,11.96581197,4.809160305,4.552075747,19.2964124,18.39416058,14.30332922,6.127292341,9.229518195,17.25293132,36.06349206,59.48436771,34.56221198,11.39921722,19.39686722,9,11.00917431,13.2231405,15.32846715,7.979957806,8.249890099,1.886111362,-0.797165633,-3.703703704,-3.846153846,3,-0.130505282,5.796829449,4.433141367,7.240349393,10.02411054,3.907709504,15.74532522,2.920897118,4.397413832,4.753163889,36.70229534,,,,,,,,
Turkey,5.664739884,3.172856997,3.888320251,6.362706928,1.119637815,4.555533684,8.471996215,13.97489295,6.046239662,4.924193945,7.923952083,19.01140868,15.41645572,13.93816524,23.89816158,21.22735524,17.45568939,25.98533787,61.89704444,63.54310825,94.26085988,37.61478258,29.1375145,31.39027102,48.39232313,44.96173015,34.61007597,38.85584348,68.80964338,63.27255249,60.30386913,65.97856799,70.07610387,66.09384298,105.2149865,89.11331722,80.41215114,85.66936165,84.64134348,64.86748764,54.91537058,54.40018876,44.96412095,21.60243845,8.598261681,8.179160368,9.597242123,8.75618091,10.44412838,6.250976631,8.566444206,6.471879671,8.891569965,7.493090305,8.854572714,7.670853648,7.775134153,11.14431108,16.3324639,15.17682157,12.27895745
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25042024,1.561813174,0.877983288,0.877346596,0.6622689,1.101118364,2.346268657,4.069966084,1.617488089,1.966825578,3.068633793,-1.931081148,-2.079403179
UK,1.003575704,3.44749623,4.196498882,2.01854356,3.281586947,4.773774554,3.909617792,2.482115605,4.697427988,5.44666363,6.366568417,9.444837423,7.071098395,9.196033167,16.04401119,24.20728767,16.55952256,15.84026675,8.263141039,13.42127998,17.96592427,11.87662651,8.598863833,4.609303273,4.960710978,6.07139434,3.427609404,4.148922321,4.155351716,5.760249092,8.063460909,7.461782957,4.591549296,2.558577969,2.219012605,2.697495183,2.851782364,2.201143135,1.820561637,1.752950801,1.182956242,1.532349603,1.520402459,1.376500385,1.390397567,2.08913649,2.455661664,2.386561508,3.521408563,1.961731736,2.492654725,3.856112447,2.573234797,2.291666667,1.451120163,0.368046842,1.008417368,2.557755776,2.292839903,1.738104601,0.989486704
USA,1.457975986,1.070724148,1.198773348,1.239669421,1.278911565,1.585169264,3.015075377,2.772785623,4.271796153,5.4623862,5.838255338,4.292766688,3.272278247,6.177760064,11.0548048,9.143146865,5.744812635,6.501683995,7.630963839,11.25447113,13.54920197,10.33471534,6.131427,3.212435233,4.300535475,3.545644152,1.898047722,3.664563218,4.077741107,4.82700303,5.39795644,4.234963965,3.028819678,2.951656966,2.607441592,2.805419689,2.9312042,2.337689937,1.552279099,2.188027197,3.376857271,2.826171119,1.586031627,2.270094973,2.677236693,3.392746845,3.225944101,2.852672482,3.839100297,-0.355546266,1.640043442,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,2.442583297,1.812210075,1.233584396
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.620668359,8.585477108,5.818181818,7.313482593,5.608028434,8.614831536,4.290728517,2.158518106,3.838284639,3.225083615,3.125444736,4.229497702,5.444812131,4.866320488,4.816767674,10.44698751,4.219030521,3.534912392,5.159004977,3.014899503,2.621050017,3.142990509,0.724470135,1.596914927,2.853187726,2.394464348,2.621399391,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.233835531,18.81181794,18.24563836,3.052290121,3.556685652,6.35398134,14.61007864,24.25698972,16.79122517,8.313160289,2.786465055,-0.773186012,-1.401472683,0.347811227,0.719125609,-0.731970902,1.127603487,3.824637431,1.776414077,1.649430995,4.816767674,5.92525137,-0.728165251,3.175324753,5.553898923,2.619524326,2.621050017,1.921641628,1.437023809,2.000001822,1.593136001,2.0747904,2.899234164,2.419421895
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.2457204,307.7226356,197.4142681,47.7520122,14.76132927,27.68567981,85.7464941,20.79876066,21.47700721,15.78873079,13.66329302,10.88861573,12.68530395,9.668654548,9.007298689,14.11076778,11.64732958,6.849392303,8.440464859,5.074743008,6.753710262,7.823411839,15.53440505,7.04244763,3.683329444,2.878297236,4.470366608,3.381659372
